,population size,function evaluations,bitflip probability,cross probability,fitness,execution
77,100,3000,0.01,0.5,685.0,17
78,100,3000,0.01,0.5,682.0,18
79,100,3000,0.01,0.5,690.0,19
80,100,3000,0.01,0.5,669.0,20
81,100,3000,0.01,0.5,669.0,21
82,100,3000,0.01,0.5,674.0,22
83,100,3000,0.01,0.5,685.0,23
84,100,3000,0.01,0.5,680.0,24
85,100,3000,0.01,0.5,688.0,25
86,100,3000,0.01,0.5,681.0,26
87,100,3000,0.01,0.5,668.0,27
88,100,3000,0.01,0.5,686.0,28
89,100,3000,0.01,0.5,673.0,29
90,100,3000,0.1,0.01,594.0,0
91,100,3000,0.1,0.01,598.0,1
92,100,3000,0.1,0.01,601.0,2
93,100,3000,0.1,0.01,607.0,3
94,100,3000,0.1,0.01,605.0,4
95,100,3000,0.1,0.01,606.0,5
96,100,3000,0.1,0.01,599.0,6
97,100,3000,0.1,0.01,604.0,7
98,100,3000,0.1,0.01,605.0,8
99,100,3000,0.1,0.01,597.0,9
100,100,3000,0.1,0.01,604.0,10
101,100,3000,0.1,0.01,599.0,11
102,100,3000,0.1,0.01,599.0,12
103,100,3000,0.1,0.01,612.0,13
104,100,3000,0.1,0.01,606.0,14
105,100,3000,0.1,0.01,598.0,15
106,100,3000,0.1,0.01,604.0,16
107,100,3000,0.1,0.01,600.0,17
108,100,3000,0.1,0.01,599.0,18
109,100,3000,0.1,0.01,604.0,19
110,100,3000,0.1,0.01,597.0,20
111,100,3000,0.1,0.01,604.0,21
112,100,3000,0.1,0.01,606.0,22
113,100,3000,0.1,0.01,600.0,23
114,100,3000,0.1,0.01,611.0,24
115,100,3000,0.1,0.01,599.0,25
116,100,3000,0.1,0.01,593.0,26
117,100,3000,0.1,0.01,609.0,27
118,100,3000,0.1,0.01,598.0,28
119,100,3000,0.1,0.01,607.0,29
120,100,3000,0.1,0.1,600.0,0
121,100,3000,0.1,0.1,606.0,1
122,100,3000,0.1,0.1,608.0,2
123,100,3000,0.1,0.1,608.0,3
124,100,3000,0.1,0.1,601.0,4
125,100,3000,0.1,0.1,608.0,5
126,100,3000,0.1,0.1,602.0,6
127,100,3000,0.1,0.1,608.0,7
128,100,3000,0.1,0.1,606.0,8
129,100,3000,0.1,0.1,608.0,9
130,100,3000,0.1,0.1,604.0,10
131,100,3000,0.1,0.1,608.0,11
132,100,3000,0.1,0.1,598.0,12
133,100,3000,0.1,0.1,629.0,13
134,100,3000,0.1,0.1,598.0,14
135,100,3000,0.1,0.1,599.0,15
136,100,3000,0.1,0.1,606.0,16
137,100,3000,0.1,0.1,601.0,17
138,100,3000,0.1,0.1,596.0,18
139,100,3000,0.1,0.1,599.0,19
140,100,3000,0.1,0.1,598.0,20
141,100,3000,0.1,0.1,594.0,21
142,100,3000,0.1,0.1,601.0,22
143,100,3000,0.1,0.1,594.0,23
144,100,3000,0.1,0.1,596.0,24
145,100,3000,0.1,0.1,600.0,25
146,100,3000,0.1,0.1,601.0,26
147,100,3000,0.1,0.1,596.0,27
148,100,3000,0.1,0.1,604.0,28
149,100,3000,0.1,0.1,601.0,29
150,100,3000,0.1,0.5,614.0,0
151,100,3000,0.1,0.5,606.0,1
152,100,3000,0.1,0.5,618.0,2
153,100,3000,0.1,0.5,605.0,3
154,100,3000,0.1,0.5,610.0,4
155,100,3000,0.1,0.5,613.0,5
156,100,3000,0.1,0.5,616.0,6
157,100,3000,0.1,0.5,609.0,7
158,100,3000,0.1,0.5,601.0,8
159,100,3000,0.1,0.5,621.0,9
160,100,3000,0.1,0.5,607.0,10
161,100,3000,0.1,0.5,612.0,11
162,100,3000,0.1,0.5,615.0,12
163,100,3000,0.1,0.5,624.0,13
164,100,3000,0.1,0.5,613.0,14
165,100,3000,0.1,0.5,610.0,15
166,100,3000,0.1,0.5,611.0,16
167,100,3000,0.1,0.5,624.0,17
168,100,3000,0.1,0.5,605.0,18
169,100,3000,0.1,0.5,613.0,19
170,100,3000,0.1,0.5,620.0,20
171,100,3000,0.1,0.5,605.0,21
172,100,3000,0.1,0.5,613.0,22
173,100,3000,0.1,0.5,611.0,23
174,100,3000,0.1,0.5,605.0,24
175,100,3000,0.1,0.5,608.0,25
176,100,3000,0.1,0.5,611.0,26
177,100,3000,0.1,0.5,613.0,27
178,100,3000,0.1,0.5,625.0,28
179,100,3000,0.1,0.5,616.0,29
180,100,3000,0.2,0.01,576.0,0
181,100,3000,0.2,0.01,584.0,1
182,100,3000,0.2,0.01,590.0,2
183,100,3000,0.2,0.01,589.0,3
184,100,3000,0.2,0.01,585.0,4
185,100,3000,0.2,0.01,590.0,5
186,100,3000,0.2,0.01,575.0,6
187,100,3000,0.2,0.01,586.0,7
188,100,3000,0.2,0.01,581.0,8
189,100,3000,0.2,0.01,580.0,9
190,100,3000,0.2,0.01,575.0,10
191,100,3000,0.2,0.01,587.0,11
192,100,3000,0.2,0.01,575.0,12
193,100,3000,0.2,0.01,591.0,13
194,100,3000,0.2,0.01,577.0,14
195,100,3000,0.2,0.01,579.0,15
196,100,3000,0.2,0.01,587.0,16
197,100,3000,0.2,0.01,581.0,17
198,100,3000,0.2,0.01,577.0,18
199,100,3000,0.2,0.01,583.0,19
200,100,3000,0.2,0.01,574.0,20
201,100,3000,0.2,0.01,581.0,21
202,100,3000,0.2,0.01,577.0,22
203,100,3000,0.2,0.01,580.0,23
204,100,3000,0.2,0.01,583.0,24
205,100,3000,0.2,0.01,587.0,25
206,100,3000,0.2,0.01,575.0,26
207,100,3000,0.2,0.01,589.0,27
208,100,3000,0.2,0.01,581.0,28
209,100,3000,0.2,0.01,590.0,29
210,100,3000,0.2,0.1,576.0,0
211,100,3000,0.2,0.1,579.0,1
212,100,3000,0.2,0.1,589.0,2
213,100,3000,0.2,0.1,577.0,3
214,100,3000,0.2,0.1,592.0,4
215,100,3000,0.2,0.1,583.0,5
216,100,3000,0.2,0.1,576.0,6
217,100,3000,0.2,0.1,577.0,7
218,100,3000,0.2,0.1,572.0,8
219,100,3000,0.2,0.1,581.0,9
220,100,3000,0.2,0.1,589.0,10
221,100,3000,0.2,0.1,578.0,11
222,100,3000,0.2,0.1,586.0,12
223,100,3000,0.2,0.1,578.0,13
224,100,3000,0.2,0.1,583.0,14
225,100,3000,0.2,0.1,586.0,15
226,100,3000,0.2,0.1,583.0,16
227,100,3000,0.2,0.1,576.0,17
228,100,3000,0.2,0.1,582.0,18
229,100,3000,0.2,0.1,584.0,19
230,100,3000,0.2,0.1,578.0,20
231,100,3000,0.2,0.1,573.0,21
232,100,3000,0.2,0.1,587.0,22
233,100,3000,0.2,0.1,580.0,23
234,100,3000,0.2,0.1,581.0,24
235,100,3000,0.2,0.1,581.0,25
236,100,3000,0.2,0.1,580.0,26
237,100,3000,0.2,0.1,574.0,27
238,100,3000,0.2,0.1,579.0,28
239,100,3000,0.2,0.1,582.0,29
240,100,3000,0.2,0.5,591.0,0
241,100,3000,0.2,0.5,587.0,1
242,100,3000,0.2,0.5,572.0,2
243,100,3000,0.2,0.5,587.0,3
244,100,3000,0.2,0.5,588.0,4
245,100,3000,0.2,0.5,579.0,5
246,100,3000,0.2,0.5,584.0,6
247,100,3000,0.2,0.5,588.0,7
248,100,3000,0.2,0.5,588.0,8
249,100,3000,0.2,0.5,594.0,9
250,100,3000,0.2,0.5,583.0,10
251,100,3000,0.2,0.5,587.0,11
252,100,3000,0.2,0.5,581.0,12
253,100,3000,0.2,0.5,581.0,13
254,100,3000,0.2,0.5,585.0,14
255,100,3000,0.2,0.5,583.0,15
256,100,3000,0.2,0.5,586.0,16
257,100,3000,0.2,0.5,581.0,17
258,100,3000,0.2,0.5,583.0,18
259,100,3000,0.2,0.5,587.0,19
260,100,3000,0.2,0.5,579.0,20
261,100,3000,0.2,0.5,580.0,21
262,100,3000,0.2,0.5,585.0,22
263,100,3000,0.2,0.5,583.0,23
264,100,3000,0.2,0.5,583.0,24
265,100,3000,0.2,0.5,587.0,25
266,100,3000,0.2,0.5,588.0,26
267,100,3000,0.2,0.5,579.0,27
268,100,3000,0.2,0.5,591.0,28
269,100,3000,0.2,0.5,579.0,29
