bitflip probability,cross probability,mean,std
0.01,0.01,641.1333333333333,5.11072795498694
0.01,0.1,654.5666666666667,7.815472423046621
0.01,0.5,679.9666666666667,7.513130268854745
0.1,0.01,602.1666666666666,4.778423728943815
0.1,0.1,602.6,6.708717951421418
0.1,0.5,612.4666666666667,6.1461136211168625
0.2,0.01,582.1666666666666,5.47145150843865
0.2,0.1,580.7333333333333,4.891465708927069
0.2,0.5,584.3,4.557298050077638
