,population size,function evaluations,bitflip probability,cross probability,fitness,execution
144,100,1000,0.01,0.95,1070.0,24
145,100,1000,0.01,0.95,1452.0,25
146,100,1000,0.01,0.95,1231.0,26
147,100,1000,0.01,0.95,1398.0,27
148,100,1000,0.01,0.95,879.0,28
149,100,1000,0.01,0.95,1304.0,29
150,100,1000,0.005,0.6,1680.0,0
151,100,1000,0.005,0.6,1703.0,1
152,100,1000,0.005,0.6,1227.0,2
153,100,1000,0.005,0.6,1718.0,3
154,100,1000,0.005,0.6,1932.0,4
155,100,1000,0.005,0.6,1730.0,5
156,100,1000,0.005,0.6,1654.0,6
157,100,1000,0.005,0.6,1917.0,7
158,100,1000,0.005,0.6,1438.0,8
159,100,1000,0.005,0.6,2010.0,9
160,100,1000,0.005,0.6,1546.0,10
161,100,1000,0.005,0.6,1460.0,11
162,100,1000,0.005,0.6,1668.0,12
163,100,1000,0.005,0.6,1572.0,13
164,100,1000,0.005,0.6,1872.0,14
165,100,1000,0.005,0.6,1572.0,15
166,100,1000,0.005,0.6,2505.0,16
167,100,1000,0.005,0.6,2055.0,17
168,100,1000,0.005,0.6,2823.0,18
169,100,1000,0.005,0.6,2034.0,19
170,100,1000,0.005,0.6,1569.0,20
171,100,1000,0.005,0.6,1797.0,21
172,100,1000,0.005,0.6,1542.0,22
173,100,1000,0.005,0.6,1882.0,23
174,100,1000,0.005,0.6,1944.0,24
175,100,1000,0.005,0.6,1993.0,25
176,100,1000,0.005,0.6,1576.0,26
177,100,1000,0.005,0.6,2188.0,27
178,100,1000,0.005,0.6,2023.0,28
179,100,1000,0.005,0.6,1669.0,29
180,100,1000,0.005,0.7,1237.0,0
181,100,1000,0.005,0.7,1745.0,1
182,100,1000,0.005,0.7,1566.0,2
183,100,1000,0.005,0.7,1543.0,3
184,100,1000,0.005,0.7,1808.0,4
185,100,1000,0.005,0.7,1362.0,5
186,100,1000,0.005,0.7,1677.0,6
187,100,1000,0.005,0.7,1395.0,7
188,100,1000,0.005,0.7,1656.0,8
189,100,1000,0.005,0.7,1401.0,9
190,100,1000,0.005,0.7,1617.0,10
191,100,1000,0.005,0.7,1724.0,11
192,100,1000,0.005,0.7,1042.0,12
193,100,1000,0.005,0.7,1439.0,13
194,100,1000,0.005,0.7,1211.0,14
195,100,1000,0.005,0.7,1883.0,15
196,100,1000,0.005,0.7,1655.0,16
197,100,1000,0.005,0.7,1520.0,17
198,100,1000,0.005,0.7,1157.0,18
199,100,1000,0.005,0.7,1540.0,19
200,100,1000,0.005,0.7,1185.0,20
201,100,1000,0.005,0.7,1430.0,21
202,100,1000,0.005,0.7,1654.0,22
203,100,1000,0.005,0.7,1306.0,23
204,100,1000,0.005,0.7,1568.0,24
205,100,1000,0.005,0.7,1550.0,25
206,100,1000,0.005,0.7,2292.0,26
207,100,1000,0.005,0.7,1531.0,27
208,100,1000,0.005,0.7,1469.0,28
209,100,1000,0.005,0.7,1513.0,29
210,100,1000,0.005,0.8,1284.0,0
211,100,1000,0.005,0.8,2219.0,1
212,100,1000,0.005,0.8,1442.0,2
213,100,1000,0.005,0.8,1098.0,3
214,100,1000,0.005,0.8,1541.0,4
215,100,1000,0.005,0.8,1933.0,5
216,100,1000,0.005,0.8,1280.0,6
217,100,1000,0.005,0.8,1915.0,7
218,100,1000,0.005,0.8,1220.0,8
219,100,1000,0.005,0.8,1588.0,9
220,100,1000,0.005,0.8,1897.0,10
221,100,1000,0.005,0.8,1445.0,11
222,100,1000,0.005,0.8,1330.0,12
223,100,1000,0.005,0.8,1050.0,13
224,100,1000,0.005,0.8,1583.0,14
225,100,1000,0.005,0.8,1456.0,15
226,100,1000,0.005,0.8,1271.0,16
227,100,1000,0.005,0.8,1936.0,17
228,100,1000,0.005,0.8,1235.0,18
229,100,1000,0.005,0.8,1291.0,19
230,100,1000,0.005,0.8,1604.0,20
231,100,1000,0.005,0.8,2128.0,21
232,100,1000,0.005,0.8,1789.0,22
233,100,1000,0.005,0.8,1404.0,23
234,100,1000,0.005,0.8,1115.0,24
235,100,1000,0.005,0.8,1639.0,25
236,100,1000,0.005,0.8,1471.0,26
237,100,1000,0.005,0.8,1771.0,27
238,100,1000,0.005,0.8,1456.0,28
239,100,1000,0.005,0.8,1144.0,29
240,100,1000,0.005,0.9,1632.0,0
241,100,1000,0.005,0.9,1570.0,1
242,100,1000,0.005,0.9,1681.0,2
243,100,1000,0.005,0.9,1601.0,3
244,100,1000,0.005,0.9,1371.0,4
245,100,1000,0.005,0.9,1281.0,5
246,100,1000,0.005,0.9,2153.0,6
247,100,1000,0.005,0.9,2134.0,7
248,100,1000,0.005,0.9,1308.0,8
249,100,1000,0.005,0.9,1237.0,9
250,100,1000,0.005,0.9,1495.0,10
251,100,1000,0.005,0.9,1423.0,11
252,100,1000,0.005,0.9,1365.0,12
253,100,1000,0.005,0.9,1404.0,13
254,100,1000,0.005,0.9,1557.0,14
255,100,1000,0.005,0.9,1604.0,15
256,100,1000,0.005,0.9,1287.0,16
257,100,1000,0.005,0.9,1627.0,17
258,100,1000,0.005,0.9,1522.0,18
259,100,1000,0.005,0.9,1363.0,19
260,100,1000,0.005,0.9,1347.0,20
261,100,1000,0.005,0.9,1229.0,21
262,100,1000,0.005,0.9,1642.0,22
263,100,1000,0.005,0.9,1594.0,23
264,100,1000,0.005,0.9,1255.0,24
265,100,1000,0.005,0.9,990.0,25
266,100,1000,0.005,0.9,1471.0,26
267,100,1000,0.005,0.9,1406.0,27
268,100,1000,0.005,0.9,1539.0,28
269,100,1000,0.005,0.9,1635.0,29
270,100,1000,0.005,0.95,1143.0,0
271,100,1000,0.005,0.95,1141.0,1
272,100,1000,0.005,0.95,1172.0,2
273,100,1000,0.005,0.95,1288.0,3
274,100,1000,0.005,0.95,2151.0,4
275,100,1000,0.005,0.95,1192.0,5
276,100,1000,0.005,0.95,1994.0,6
277,100,1000,0.005,0.95,1261.0,7
278,100,1000,0.005,0.95,1575.0,8
279,100,1000,0.005,0.95,1160.0,9
280,100,1000,0.005,0.95,1259.0,10
281,100,1000,0.005,0.95,1073.0,11
282,100,1000,0.005,0.95,1150.0,12
283,100,1000,0.005,0.95,1130.0,13
284,100,1000,0.005,0.95,1433.0,14
285,100,1000,0.005,0.95,1908.0,15
286,100,1000,0.005,0.95,1425.0,16
287,100,1000,0.005,0.95,1542.0,17
288,100,1000,0.005,0.95,1140.0,18
289,100,1000,0.005,0.95,1561.0,19
290,100,1000,0.005,0.95,1219.0,20
291,100,1000,0.005,0.95,1366.0,21
292,100,1000,0.005,0.95,1335.0,22
293,100,1000,0.005,0.95,1116.0,23
294,100,1000,0.005,0.95,1447.0,24
295,100,1000,0.005,0.95,1306.0,25
296,100,1000,0.005,0.95,1547.0,26
297,100,1000,0.005,0.95,1648.0,27
298,100,1000,0.005,0.95,1486.0,28
299,100,1000,0.005,0.95,1664.0,29
300,100,1000,0.001,0.6,2124.0,0
301,100,1000,0.001,0.6,3275.0,1
302,100,1000,0.001,0.6,3860.0,2
303,100,1000,0.001,0.6,3978.0,3
304,100,1000,0.001,0.6,3575.0,4
305,100,1000,0.001,0.6,4641.0,5
306,100,1000,0.001,0.6,2754.0,6
307,100,1000,0.001,0.6,4012.0,7
308,100,1000,0.001,0.6,2704.0,8
309,100,1000,0.001,0.6,5535.0,9
310,100,1000,0.001,0.6,3712.0,10
311,100,1000,0.001,0.6,3825.0,11
312,100,1000,0.001,0.6,1705.0,12
313,100,1000,0.001,0.6,4113.0,13
314,100,1000,0.001,0.6,3224.0,14
315,100,1000,0.001,0.6,3538.0,15
316,100,1000,0.001,0.6,3430.0,16
317,100,1000,0.001,0.6,4012.0,17
318,100,1000,0.001,0.6,3383.0,18
319,100,1000,0.001,0.6,1692.0,19
320,100,1000,0.001,0.6,2098.0,20
321,100,1000,0.001,0.6,2145.0,21
322,100,1000,0.001,0.6,3391.0,22
323,100,1000,0.001,0.6,2032.0,23
324,100,1000,0.001,0.6,3480.0,24
325,100,1000,0.001,0.6,4921.0,25
326,100,1000,0.001,0.6,3979.0,26
327,100,1000,0.001,0.6,3598.0,27
328,100,1000,0.001,0.6,3264.0,28
329,100,1000,0.001,0.6,3745.0,29
330,100,1000,0.001,0.7,2465.0,0
331,100,1000,0.001,0.7,2086.0,1
332,100,1000,0.001,0.7,2180.0,2
333,100,1000,0.001,0.7,5298.0,3
334,100,1000,0.001,0.7,3475.0,4
335,100,1000,0.001,0.7,2681.0,5
336,100,1000,0.001,0.7,1893.0,6
337,100,1000,0.001,0.7,2950.0,7
338,100,1000,0.001,0.7,5108.0,8
339,100,1000,0.001,0.7,6529.0,9
340,100,1000,0.001,0.7,2543.0,10
341,100,1000,0.001,0.7,3037.0,11
342,100,1000,0.001,0.7,6852.0,12
343,100,1000,0.001,0.7,2194.0,13
344,100,1000,0.001,0.7,5706.0,14
345,100,1000,0.001,0.7,4435.0,15
346,100,1000,0.001,0.7,2261.0,16
347,100,1000,0.001,0.7,3735.0,17
348,100,1000,0.001,0.7,3522.0,18
349,100,1000,0.001,0.7,3344.0,19
350,100,1000,0.001,0.7,5195.0,20
351,100,1000,0.001,0.7,6061.0,21
352,100,1000,0.001,0.7,3185.0,22
353,100,1000,0.001,0.7,2994.0,23
354,100,1000,0.001,0.7,4210.0,24
355,100,1000,0.001,0.7,4360.0,25
356,100,1000,0.001,0.7,8302.0,26
357,100,1000,0.001,0.7,5379.0,27
358,100,1000,0.001,0.7,2711.0,28
359,100,1000,0.001,0.7,6602.0,29
360,100,1000,0.001,0.8,2158.0,0
361,100,1000,0.001,0.8,4359.0,1
362,100,1000,0.001,0.8,4502.0,2
363,100,1000,0.001,0.8,2809.0,3
364,100,1000,0.001,0.8,1852.0,4
365,100,1000,0.001,0.8,1269.0,5
366,100,1000,0.001,0.8,2611.0,6
367,100,1000,0.001,0.8,2986.0,7
368,100,1000,0.001,0.8,6797.0,8
369,100,1000,0.001,0.8,3251.0,9
370,100,1000,0.001,0.8,3483.0,10
371,100,1000,0.001,0.8,3545.0,11
372,100,1000,0.001,0.8,2759.0,12
373,100,1000,0.001,0.8,1592.0,13
374,100,1000,0.001,0.8,2158.0,14
375,100,1000,0.001,0.8,2500.0,15
376,100,1000,0.001,0.8,2291.0,16
377,100,1000,0.001,0.8,3515.0,17
378,100,1000,0.001,0.8,1854.0,18
379,100,1000,0.001,0.8,3503.0,19
380,100,1000,0.001,0.8,1458.0,20
381,100,1000,0.001,0.8,3292.0,21
382,100,1000,0.001,0.8,1964.0,22
383,100,1000,0.001,0.8,1742.0,23
384,100,1000,0.001,0.8,3432.0,24
385,100,1000,0.001,0.8,5273.0,25
386,100,1000,0.001,0.8,2483.0,26
387,100,1000,0.001,0.8,7008.0,27
388,100,1000,0.001,0.8,1736.0,28
389,100,1000,0.001,0.8,2907.0,29
390,100,1000,0.001,0.9,4470.0,0
391,100,1000,0.001,0.9,5882.0,1
392,100,1000,0.001,0.9,2718.0,2
393,100,1000,0.001,0.9,3833.0,3
394,100,1000,0.001,0.9,4734.0,4
395,100,1000,0.001,0.9,2158.0,5
396,100,1000,0.001,0.9,1349.0,6
397,100,1000,0.001,0.9,3136.0,7
398,100,1000,0.001,0.9,5539.0,8
399,100,1000,0.001,0.9,3732.0,9
400,100,1000,0.001,0.9,3107.0,10
401,100,1000,0.001,0.9,2139.0,11
402,100,1000,0.001,0.9,1574.0,12
403,100,1000,0.001,0.9,3510.0,13
404,100,1000,0.001,0.9,1855.0,14
405,100,1000,0.001,0.9,2069.0,15
406,100,1000,0.001,0.9,2574.0,16
407,100,1000,0.001,0.9,2924.0,17
408,100,1000,0.001,0.9,2442.0,18
409,100,1000,0.001,0.9,1636.0,19
410,100,1000,0.001,0.9,3469.0,20
411,100,1000,0.001,0.9,4663.0,21
412,100,1000,0.001,0.9,3029.0,22
413,100,1000,0.001,0.9,5726.0,23
414,100,1000,0.001,0.9,1651.0,24
415,100,1000,0.001,0.9,2496.0,25
416,100,1000,0.001,0.9,1689.0,26
417,100,1000,0.001,0.9,1787.0,27
418,100,1000,0.001,0.9,2399.0,28
419,100,1000,0.001,0.9,3818.0,29
420,100,1000,0.001,0.95,1584.0,0
421,100,1000,0.001,0.95,4028.0,1
422,100,1000,0.001,0.95,2291.0,2
423,100,1000,0.001,0.95,2031.0,3
424,100,1000,0.001,0.95,2162.0,4
425,100,1000,0.001,0.95,3696.0,5
426,100,1000,0.001,0.95,2755.0,6
427,100,1000,0.001,0.95,1389.0,7
428,100,1000,0.001,0.95,1787.0,8
429,100,1000,0.001,0.95,1228.0,9
430,100,1000,0.001,0.95,6570.0,10
431,100,1000,0.001,0.95,3673.0,11
432,100,1000,0.001,0.95,1796.0,12
433,100,1000,0.001,0.95,3980.0,13
434,100,1000,0.001,0.95,1530.0,14
435,100,1000,0.001,0.95,2241.0,15
436,100,1000,0.001,0.95,1829.0,16
437,100,1000,0.001,0.95,5152.0,17
438,100,1000,0.001,0.95,3039.0,18
439,100,1000,0.001,0.95,2895.0,19
440,100,1000,0.001,0.95,1540.0,20
441,100,1000,0.001,0.95,1531.0,21
442,100,1000,0.001,0.95,1097.0,22
443,100,1000,0.001,0.95,1550.0,23
444,100,1000,0.001,0.95,3145.0,24
445,100,1000,0.001,0.95,1685.0,25
446,100,1000,0.001,0.95,2115.0,26
447,100,1000,0.001,0.95,2564.0,27
448,100,1000,0.001,0.95,2431.0,28
449,100,1000,0.001,0.95,2651.0,29
450,100,1000,0.0005,0.6,9515.0,0
451,100,1000,0.0005,0.6,7099.0,1
452,100,1000,0.0005,0.6,2429.0,2
453,100,1000,0.0005,0.6,7219.0,3
454,100,1000,0.0005,0.6,5141.0,4
455,100,1000,0.0005,0.6,4585.0,5
456,100,1000,0.0005,0.6,5626.0,6
457,100,1000,0.0005,0.6,5159.0,7
458,100,1000,0.0005,0.6,7596.0,8
459,100,1000,0.0005,0.6,4773.0,9
460,100,1000,0.0005,0.6,4907.0,10
461,100,1000,0.0005,0.6,8283.0,11
462,100,1000,0.0005,0.6,6702.0,12
463,100,1000,0.0005,0.6,3575.0,13
464,100,1000,0.0005,0.6,5337.0,14
465,100,1000,0.0005,0.6,3833.0,15
466,100,1000,0.0005,0.6,3019.0,16
467,100,1000,0.0005,0.6,7192.0,17
468,100,1000,0.0005,0.6,9432.0,18
469,100,1000,0.0005,0.6,2173.0,19
470,100,1000,0.0005,0.6,5978.0,20
471,100,1000,0.0005,0.6,2451.0,21
472,100,1000,0.0005,0.6,9553.0,22
473,100,1000,0.0005,0.6,3145.0,23
474,100,1000,0.0005,0.6,6522.0,24
475,100,1000,0.0005,0.6,2893.0,25
476,100,1000,0.0005,0.6,15180.0,26
477,100,1000,0.0005,0.6,5094.0,27
478,100,1000,0.0005,0.6,6957.0,28
479,100,1000,0.0005,0.6,2986.0,29
480,100,1000,0.0005,0.7,5867.0,0
481,100,1000,0.0005,0.7,7477.0,1
482,100,1000,0.0005,0.7,9174.0,2
483,100,1000,0.0005,0.7,3037.0,3
484,100,1000,0.0005,0.7,5195.0,4
485,100,1000,0.0005,0.7,5081.0,5
486,100,1000,0.0005,0.7,7294.0,6
487,100,1000,0.0005,0.7,5760.0,7
488,100,1000,0.0005,0.7,4002.0,8
489,100,1000,0.0005,0.7,2838.0,9
490,100,1000,0.0005,0.7,4990.0,10
491,100,1000,0.0005,0.7,10226.0,11
492,100,1000,0.0005,0.7,2701.0,12
493,100,1000,0.0005,0.7,10328.0,13
494,100,1000,0.0005,0.7,8258.0,14
495,100,1000,0.0005,0.7,6607.0,15
496,100,1000,0.0005,0.7,5175.0,16
497,100,1000,0.0005,0.7,5986.0,17
498,100,1000,0.0005,0.7,4263.0,18
499,100,1000,0.0005,0.7,6068.0,19
500,100,1000,0.0005,0.7,7883.0,20
501,100,1000,0.0005,0.7,5930.0,21
502,100,1000,0.0005,0.7,2545.0,22
503,100,1000,0.0005,0.7,3104.0,23
504,100,1000,0.0005,0.7,3635.0,24
505,100,1000,0.0005,0.7,6879.0,25
506,100,1000,0.0005,0.7,9138.0,26
507,100,1000,0.0005,0.7,4557.0,27
508,100,1000,0.0005,0.7,3837.0,28
509,100,1000,0.0005,0.7,3764.0,29
510,100,1000,0.0005,0.8,1735.0,0
511,100,1000,0.0005,0.8,10628.0,1
512,100,1000,0.0005,0.8,9761.0,2
513,100,1000,0.0005,0.8,2652.0,3
514,100,1000,0.0005,0.8,5767.0,4
515,100,1000,0.0005,0.8,4762.0,5
516,100,1000,0.0005,0.8,1923.0,6
517,100,1000,0.0005,0.8,3808.0,7
518,100,1000,0.0005,0.8,4336.0,8
519,100,1000,0.0005,0.8,2402.0,9
520,100,1000,0.0005,0.8,9471.0,10
521,100,1000,0.0005,0.8,2290.0,11
522,100,1000,0.0005,0.8,4548.0,12
523,100,1000,0.0005,0.8,5786.0,13
524,100,1000,0.0005,0.8,1556.0,14
525,100,1000,0.0005,0.8,2191.0,15
526,100,1000,0.0005,0.8,2310.0,16
527,100,1000,0.0005,0.8,2493.0,17
528,100,1000,0.0005,0.8,3898.0,18
529,100,1000,0.0005,0.8,5299.0,19
530,100,1000,0.0005,0.8,2548.0,20
531,100,1000,0.0005,0.8,2574.0,21
532,100,1000,0.0005,0.8,8466.0,22
533,100,1000,0.0005,0.8,1750.0,23
534,100,1000,0.0005,0.8,5027.0,24
535,100,1000,0.0005,0.8,3394.0,25
536,100,1000,0.0005,0.8,6608.0,26
537,100,1000,0.0005,0.8,7283.0,27
538,100,1000,0.0005,0.8,3185.0,28
539,100,1000,0.0005,0.8,6128.0,29
540,100,1000,0.0005,0.9,1953.0,0
541,100,1000,0.0005,0.9,7520.0,1
542,100,1000,0.0005,0.9,3137.0,2
543,100,1000,0.0005,0.9,4664.0,3
544,100,1000,0.0005,0.9,3086.0,4
545,100,1000,0.0005,0.9,4361.0,5
546,100,1000,0.0005,0.9,3131.0,6
547,100,1000,0.0005,0.9,3727.0,7
548,100,1000,0.0005,0.9,12060.0,8
549,100,1000,0.0005,0.9,2659.0,9
550,100,1000,0.0005,0.9,3190.0,10
551,100,1000,0.0005,0.9,5011.0,11
552,100,1000,0.0005,0.9,2721.0,12
553,100,1000,0.0005,0.9,1726.0,13
554,100,1000,0.0005,0.9,5387.0,14
555,100,1000,0.0005,0.9,4896.0,15
556,100,1000,0.0005,0.9,5222.0,16
557,100,1000,0.0005,0.9,916.0,17
558,100,1000,0.0005,0.9,3390.0,18
559,100,1000,0.0005,0.9,2529.0,19
560,100,1000,0.0005,0.9,3418.0,20
561,100,1000,0.0005,0.9,5271.0,21
562,100,1000,0.0005,0.9,2072.0,22
563,100,1000,0.0005,0.9,9263.0,23
564,100,1000,0.0005,0.9,2081.0,24
565,100,1000,0.0005,0.9,4514.0,25
566,100,1000,0.0005,0.9,8150.0,26
567,100,1000,0.0005,0.9,2940.0,27
568,100,1000,0.0005,0.9,1298.0,28
569,100,1000,0.0005,0.9,6277.0,29
570,100,1000,0.0005,0.95,6836.0,0
571,100,1000,0.0005,0.95,6492.0,1
572,100,1000,0.0005,0.95,6946.0,2
573,100,1000,0.0005,0.95,4540.0,3
574,100,1000,0.0005,0.95,2827.0,4
575,100,1000,0.0005,0.95,1809.0,5
576,100,1000,0.0005,0.95,3922.0,6
577,100,1000,0.0005,0.95,2368.0,7
578,100,1000,0.0005,0.95,2908.0,8
579,100,1000,0.0005,0.95,1755.0,9
580,100,1000,0.0005,0.95,7480.0,10
581,100,1000,0.0005,0.95,13186.0,11
582,100,1000,0.0005,0.95,2369.0,12
583,100,1000,0.0005,0.95,5336.0,13
584,100,1000,0.0005,0.95,3654.0,14
585,100,1000,0.0005,0.95,4195.0,15
586,100,1000,0.0005,0.95,7123.0,16
587,100,1000,0.0005,0.95,2530.0,17
588,100,1000,0.0005,0.95,5596.0,18
589,100,1000,0.0005,0.95,1696.0,19
590,100,1000,0.0005,0.95,3551.0,20
591,100,1000,0.0005,0.95,14914.0,21
592,100,1000,0.0005,0.95,2967.0,22
593,100,1000,0.0005,0.95,4069.0,23
594,100,1000,0.0005,0.95,8419.0,24
595,100,1000,0.0005,0.95,3194.0,25
596,100,1000,0.0005,0.95,1382.0,26
597,100,1000,0.0005,0.95,5321.0,27
598,100,1000,0.0005,0.95,1296.0,28
599,100,1000,0.0005,0.95,5478.0,29
600,100,1000,0.0001,0.6,13530.0,0
601,100,1000,0.0001,0.6,9794.0,1
602,100,1000,0.0001,0.6,17115.0,2
603,100,1000,0.0001,0.6,17949.0,3
604,100,1000,0.0001,0.6,13912.0,4
605,100,1000,0.0001,0.6,53729.0,5
606,100,1000,0.0001,0.6,17443.0,6
607,100,1000,0.0001,0.6,31179.0,7
608,100,1000,0.0001,0.6,22139.0,8
609,100,1000,0.0001,0.6,16230.0,9
610,100,1000,0.0001,0.6,20143.0,10
611,100,1000,0.0001,0.6,50428.0,11
612,100,1000,0.0001,0.6,19920.0,12
613,100,1000,0.0001,0.6,9059.0,13
614,100,1000,0.0001,0.6,28285.0,14
615,100,1000,0.0001,0.6,28679.0,15
616,100,1000,0.0001,0.6,18046.0,16
617,100,1000,0.0001,0.6,42025.0,17
618,100,1000,0.0001,0.6,20061.0,18
619,100,1000,0.0001,0.6,23279.0,19
620,100,1000,0.0001,0.6,44672.0,20
621,100,1000,0.0001,0.6,15779.0,21
622,100,1000,0.0001,0.6,45875.0,22
623,100,1000,0.0001,0.6,28488.0,23
