bitflip probability,cross probability,mean,std
0.01,0.01,349.6333333333333,4.944403547120886
0.01,0.1,357.56666666666666,4.12463861182539
0.01,0.5,375.76666666666665,4.88970299735054
0.1,0.01,321.6,3.16881354931855
0.1,0.1,324.1,3.9334989250161825
0.1,0.5,327.96666666666664,3.1126364624103506
0.2,0.01,307.26666666666665,3.372641790003526
0.2,0.1,307.6,2.7240942816232434
0.2,0.5,310.6666666666667,3.735508397595401
