,Execution,Population Size,Problem Size,Evaluations,Mutation Probability,Crossover Probability,Fitness,Max Evaluations,Elapsed Time (ms)
0,0,100,100,3000,0.01,0.1,94.0,3000,43.0
1,1,100,100,3000,0.01,0.1,94.0,3000,42.0
2,2,100,100,3000,0.01,0.1,93.0,3000,41.0
3,3,100,100,3000,0.01,0.1,93.0,3000,42.0
4,4,100,100,3000,0.01,0.1,97.0,3000,42.0
5,5,100,100,3000,0.01,0.1,89.0,3000,42.0
6,6,100,100,3000,0.01,0.1,92.0,3000,41.0
7,7,100,100,3000,0.01,0.1,94.0,3000,42.0
8,8,100,100,3000,0.01,0.1,92.0,3000,42.0
9,9,100,100,3000,0.01,0.1,94.0,3000,42.0
10,10,100,100,3000,0.01,0.1,92.0,3000,40.0
11,11,100,100,3000,0.01,0.1,92.0,3000,41.0
12,12,100,100,3000,0.01,0.1,93.0,3000,42.0
13,13,100,100,3000,0.01,0.1,92.0,3000,42.0
14,14,100,100,3000,0.01,0.1,92.0,3000,41.0
15,15,100,100,3000,0.01,0.1,93.0,3000,42.0
16,16,100,100,3000,0.01,0.1,96.0,3000,42.0
17,17,100,100,3000,0.01,0.1,95.0,3000,41.0
18,18,100,100,3000,0.01,0.1,92.0,3000,41.0
19,19,100,100,3000,0.01,0.1,95.0,3000,42.0
20,20,100,100,3000,0.01,0.1,95.0,3000,42.0
21,21,100,100,3000,0.01,0.1,94.0,3000,42.0
22,22,100,100,3000,0.01,0.1,94.0,3000,41.0
23,23,100,100,3000,0.01,0.1,93.0,3000,43.0
24,24,100,100,3000,0.01,0.1,91.0,3000,41.0
25,25,100,100,3000,0.01,0.1,93.0,3000,42.0
26,26,100,100,3000,0.01,0.1,94.0,3000,42.0
27,27,100,100,3000,0.01,0.1,94.0,3000,42.0
28,28,100,100,3000,0.01,0.1,94.0,3000,55.0
29,29,100,100,3000,0.01,0.1,93.0,3000,42.0
30,0,100,100,3000,0.01,0.2,95.0,3000,42.0
31,1,100,100,3000,0.01,0.2,95.0,3000,42.0
32,2,100,100,3000,0.01,0.2,95.0,3000,41.0
33,3,100,100,3000,0.01,0.2,94.0,3000,42.0
34,4,100,100,3000,0.01,0.2,97.0,3000,43.0
35,5,100,100,3000,0.01,0.2,96.0,3000,41.0
36,6,100,100,3000,0.01,0.2,94.0,3000,42.0
37,7,100,100,3000,0.01,0.2,95.0,3000,42.0
38,8,100,100,3000,0.01,0.2,94.0,3000,42.0
39,9,100,100,3000,0.01,0.2,95.0,3000,42.0
40,10,100,100,3000,0.01,0.2,94.0,3000,42.0
41,11,100,100,3000,0.01,0.2,95.0,3000,42.0
42,12,100,100,3000,0.01,0.2,93.0,3000,41.0
43,13,100,100,3000,0.01,0.2,95.0,3000,41.0
44,14,100,100,3000,0.01,0.2,95.0,3000,42.0
45,15,100,100,3000,0.01,0.2,95.0,3000,41.0
46,16,100,100,3000,0.01,0.2,95.0,3000,41.0
47,17,100,100,3000,0.01,0.2,97.0,3000,41.0
48,18,100,100,3000,0.01,0.2,96.0,3000,42.0
49,19,100,100,3000,0.01,0.2,93.0,3000,41.0
50,20,100,100,3000,0.01,0.2,96.0,3000,42.0
51,21,100,100,3000,0.01,0.2,97.0,3000,42.0
52,22,100,100,3000,0.01,0.2,96.0,3000,42.0
53,23,100,100,3000,0.01,0.2,98.0,3000,42.0
54,24,100,100,3000,0.01,0.2,94.0,3000,41.0
55,25,100,100,3000,0.01,0.2,93.0,3000,41.0
56,26,100,100,3000,0.01,0.2,94.0,3000,42.0
57,27,100,100,3000,0.01,0.2,96.0,3000,42.0
58,28,100,100,3000,0.01,0.2,97.0,3000,42.0
59,29,100,100,3000,0.01,0.2,96.0,3000,41.0
60,0,100,100,3000,0.01,0.3,95.0,3000,41.0
61,1,100,100,3000,0.01,0.3,96.0,3000,41.0
62,2,100,100,3000,0.01,0.3,97.0,3000,41.0
63,3,100,100,3000,0.01,0.3,95.0,3000,42.0
64,4,100,100,3000,0.01,0.3,98.0,3000,42.0
65,5,100,100,3000,0.01,0.3,99.0,3000,42.0
66,6,100,100,3000,0.01,0.3,95.0,3000,41.0
67,7,100,100,3000,0.01,0.3,98.0,3000,41.0
68,8,100,100,3000,0.01,0.3,96.0,3000,42.0
69,9,100,100,3000,0.01,0.3,96.0,3000,42.0
70,10,100,100,3000,0.01,0.3,96.0,3000,43.0
71,11,100,100,3000,0.01,0.3,96.0,3000,42.0
72,12,100,100,3000,0.01,0.3,97.0,3000,41.0
73,13,100,100,3000,0.01,0.3,95.0,3000,42.0
74,14,100,100,3000,0.01,0.3,96.0,3000,42.0
75,15,100,100,3000,0.01,0.3,97.0,3000,41.0
76,16,100,100,3000,0.01,0.3,98.0,3000,42.0
77,17,100,100,3000,0.01,0.3,97.0,3000,41.0
78,18,100,100,3000,0.01,0.3,97.0,3000,42.0
79,19,100,100,3000,0.01,0.3,98.0,3000,42.0
80,20,100,100,3000,0.01,0.3,98.0,3000,41.0
81,21,100,100,3000,0.01,0.3,96.0,3000,42.0
82,22,100,100,3000,0.01,0.3,98.0,3000,42.0
83,23,100,100,3000,0.01,0.3,98.0,3000,42.0
84,24,100,100,3000,0.01,0.3,96.0,3000,41.0
85,25,100,100,3000,0.01,0.3,95.0,3000,42.0
86,26,100,100,3000,0.01,0.3,93.0,3000,42.0
87,27,100,100,3000,0.01,0.3,96.0,3000,41.0
88,28,100,100,3000,0.01,0.3,96.0,3000,42.0
89,29,100,100,3000,0.01,0.3,99.0,3000,41.0
90,0,100,100,3000,0.01,0.4,95.0,3000,43.0
91,1,100,100,3000,0.01,0.4,98.0,3000,43.0
92,2,100,100,3000,0.01,0.4,95.0,3000,41.0
93,3,100,100,3000,0.01,0.4,95.0,3000,42.0
94,4,100,100,3000,0.01,0.4,95.0,3000,42.0
95,5,100,100,3000,0.01,0.4,95.0,3000,41.0
96,6,100,100,3000,0.01,0.4,97.0,3000,41.0
97,7,100,100,3000,0.01,0.4,99.0,3000,42.0
98,8,100,100,3000,0.01,0.4,98.0,3000,41.0
99,9,100,100,3000,0.01,0.4,97.0,3000,42.0
100,10,100,100,3000,0.01,0.4,97.0,3000,42.0
101,11,100,100,3000,0.01,0.4,99.0,3000,42.0
102,12,100,100,3000,0.01,0.4,98.0,3000,43.0
103,13,100,100,3000,0.01,0.4,98.0,3000,42.0
104,14,100,100,3000,0.01,0.4,96.0,3000,43.0
105,15,100,100,3000,0.01,0.4,98.0,3000,42.0
106,16,100,100,3000,0.01,0.4,99.0,3000,42.0
107,17,100,100,3000,0.01,0.4,97.0,3000,42.0
108,18,100,100,3000,0.01,0.4,96.0,3000,42.0
109,19,100,100,3000,0.01,0.4,99.0,3000,42.0
110,20,100,100,3000,0.01,0.4,97.0,3000,42.0
111,21,100,100,3000,0.01,0.4,98.0,3000,41.0
112,22,100,100,3000,0.01,0.4,95.0,3000,43.0
113,23,100,100,3000,0.01,0.4,97.0,3000,42.0
114,24,100,100,3000,0.01,0.4,99.0,3000,43.0
115,25,100,100,3000,0.01,0.4,98.0,3000,41.0
116,26,100,100,3000,0.01,0.4,98.0,3000,41.0
117,27,100,100,3000,0.01,0.4,97.0,3000,41.0
118,28,100,100,3000,0.01,0.4,97.0,3000,42.0
119,29,100,100,3000,0.01,0.4,96.0,3000,42.0
120,0,100,100,3000,0.01,0.5,97.0,3000,41.0
121,1,100,100,3000,0.01,0.5,98.0,3000,42.0
122,2,100,100,3000,0.01,0.5,96.0,3000,42.0
123,3,100,100,3000,0.01,0.5,99.0,3000,42.0
124,4,100,100,3000,0.01,0.5,99.0,3000,42.0
125,5,100,100,3000,0.01,0.5,99.0,3000,42.0
126,6,100,100,3000,0.01,0.5,98.0,3000,41.0
127,7,100,100,3000,0.01,0.5,98.0,3000,42.0
128,8,100,100,3000,0.01,0.5,97.0,3000,42.0
129,9,100,100,3000,0.01,0.5,97.0,3000,42.0
130,10,100,100,3000,0.01,0.5,97.0,3000,42.0
131,11,100,100,3000,0.01,0.5,96.0,3000,42.0
132,12,100,100,3000,0.01,0.5,99.0,3000,42.0
133,13,100,100,3000,0.01,0.5,98.0,3000,41.0
134,14,100,100,3000,0.01,0.5,98.0,3000,41.0
135,15,100,100,3000,0.01,0.5,99.0,3000,43.0
136,16,100,100,3000,0.01,0.5,99.0,3000,42.0
137,17,100,100,3000,0.01,0.5,98.0,3000,42.0
138,18,100,100,3000,0.01,0.5,97.0,3000,42.0
139,19,100,100,3000,0.01,0.5,96.0,3000,42.0
140,20,100,100,3000,0.01,0.5,96.0,3000,42.0
141,21,100,100,3000,0.01,0.5,96.0,3000,42.0
142,22,100,100,3000,0.01,0.5,98.0,3000,42.0
143,23,100,100,3000,0.01,0.5,98.0,3000,42.0
144,24,100,100,3000,0.01,0.5,98.0,3000,41.0
145,25,100,100,3000,0.01,0.5,98.0,3000,42.0
146,26,100,100,3000,0.01,0.5,94.0,3000,42.0
147,27,100,100,3000,0.01,0.5,98.0,3000,41.0
148,28,100,100,3000,0.01,0.5,98.0,3000,43.0
149,29,100,100,3000,0.01,0.5,99.0,3000,42.0
150,0,100,100,3000,0.01,0.6,100.0,3000,41.0
151,1,100,100,3000,0.01,0.6,98.0,3000,43.0
152,2,100,100,3000,0.01,0.6,97.0,3000,42.0
153,3,100,100,3000,0.01,0.6,100.0,3000,43.0
154,4,100,100,3000,0.01,0.6,96.0,3000,43.0
155,5,100,100,3000,0.01,0.6,100.0,3000,42.0
156,6,100,100,3000,0.01,0.6,99.0,3000,42.0
157,7,100,100,3000,0.01,0.6,99.0,3000,42.0
158,8,100,100,3000,0.01,0.6,99.0,3000,42.0
159,9,100,100,3000,0.01,0.6,99.0,3000,42.0
160,10,100,100,3000,0.01,0.6,100.0,3000,42.0
161,11,100,100,3000,0.01,0.6,99.0,3000,43.0
162,12,100,100,3000,0.01,0.6,100.0,3000,43.0
163,13,100,100,3000,0.01,0.6,100.0,3000,42.0
164,14,100,100,3000,0.01,0.6,99.0,3000,42.0
165,15,100,100,3000,0.01,0.6,99.0,3000,42.0
166,16,100,100,3000,0.01,0.6,99.0,3000,42.0
167,17,100,100,3000,0.01,0.6,99.0,3000,43.0
168,18,100,100,3000,0.01,0.6,99.0,3000,43.0
169,19,100,100,3000,0.01,0.6,100.0,3000,42.0
170,20,100,100,3000,0.01,0.6,98.0,3000,42.0
171,21,100,100,3000,0.01,0.6,98.0,3000,42.0
172,22,100,100,3000,0.01,0.6,97.0,3000,42.0
173,23,100,100,3000,0.01,0.6,98.0,3000,42.0
174,24,100,100,3000,0.01,0.6,100.0,3000,42.0
175,25,100,100,3000,0.01,0.6,99.0,3000,42.0
176,26,100,100,3000,0.01,0.6,99.0,3000,42.0
177,27,100,100,3000,0.01,0.6,99.0,3000,42.0
178,28,100,100,3000,0.01,0.6,100.0,3000,42.0
179,29,100,100,3000,0.01,0.6,98.0,3000,42.0
180,0,100,100,3000,0.01,0.7,99.0,3000,42.0
181,1,100,100,3000,0.01,0.7,99.0,3000,42.0
182,2,100,100,3000,0.01,0.7,99.0,3000,43.0
183,3,100,100,3000,0.01,0.7,96.0,3000,42.0
184,4,100,100,3000,0.01,0.7,98.0,3000,43.0
185,5,100,100,3000,0.01,0.7,99.0,3000,42.0
186,6,100,100,3000,0.01,0.7,99.0,3000,42.0
187,7,100,100,3000,0.01,0.7,98.0,3000,43.0
188,8,100,100,3000,0.01,0.7,100.0,3000,41.0
189,9,100,100,3000,0.01,0.7,99.0,3000,42.0
190,10,100,100,3000,0.01,0.7,99.0,3000,41.0
191,11,100,100,3000,0.01,0.7,99.0,3000,42.0
192,12,100,100,3000,0.01,0.7,99.0,3000,42.0
193,13,100,100,3000,0.01,0.7,100.0,3000,42.0
194,14,100,100,3000,0.01,0.7,100.0,3000,43.0
195,15,100,100,3000,0.01,0.7,100.0,3000,42.0
196,16,100,100,3000,0.01,0.7,98.0,3000,43.0
197,17,100,100,3000,0.01,0.7,99.0,3000,43.0
198,18,100,100,3000,0.01,0.7,99.0,3000,42.0
199,19,100,100,3000,0.01,0.7,99.0,3000,42.0
200,20,100,100,3000,0.01,0.7,98.0,3000,42.0
201,21,100,100,3000,0.01,0.7,99.0,3000,43.0
202,22,100,100,3000,0.01,0.7,99.0,3000,42.0
203,23,100,100,3000,0.01,0.7,99.0,3000,43.0
204,24,100,100,3000,0.01,0.7,99.0,3000,43.0
205,25,100,100,3000,0.01,0.7,100.0,3000,42.0
206,26,100,100,3000,0.01,0.7,99.0,3000,42.0
207,27,100,100,3000,0.01,0.7,99.0,3000,43.0
208,28,100,100,3000,0.01,0.7,97.0,3000,42.0
209,29,100,100,3000,0.01,0.7,98.0,3000,43.0
210,0,100,100,3000,0.01,0.8,99.0,3000,42.0
211,1,100,100,3000,0.01,0.8,100.0,3000,42.0
212,2,100,100,3000,0.01,0.8,99.0,3000,42.0
213,3,100,100,3000,0.01,0.8,99.0,3000,42.0
214,4,100,100,3000,0.01,0.8,99.0,3000,42.0
215,5,100,100,3000,0.01,0.8,100.0,3000,42.0
216,6,100,100,3000,0.01,0.8,99.0,3000,42.0
217,7,100,100,3000,0.01,0.8,100.0,3000,42.0
218,8,100,100,3000,0.01,0.8,100.0,3000,43.0
219,9,100,100,3000,0.01,0.8,98.0,3000,43.0
220,10,100,100,3000,0.01,0.8,98.0,3000,43.0
221,11,100,100,3000,0.01,0.8,100.0,3000,43.0
222,12,100,100,3000,0.01,0.8,99.0,3000,42.0
223,13,100,100,3000,0.01,0.8,98.0,3000,43.0
224,14,100,100,3000,0.01,0.8,99.0,3000,42.0
225,15,100,100,3000,0.01,0.8,99.0,3000,42.0
226,16,100,100,3000,0.01,0.8,100.0,3000,42.0
227,17,100,100,3000,0.01,0.8,100.0,3000,43.0
228,18,100,100,3000,0.01,0.8,100.0,3000,42.0
229,19,100,100,3000,0.01,0.8,100.0,3000,43.0
230,20,100,100,3000,0.01,0.8,100.0,3000,42.0
231,21,100,100,3000,0.01,0.8,98.0,3000,42.0
232,22,100,100,3000,0.01,0.8,100.0,3000,42.0
233,23,100,100,3000,0.01,0.8,99.0,3000,42.0
234,24,100,100,3000,0.01,0.8,99.0,3000,42.0
235,25,100,100,3000,0.01,0.8,100.0,3000,43.0
236,26,100,100,3000,0.01,0.8,100.0,3000,42.0
237,27,100,100,3000,0.01,0.8,100.0,3000,42.0
238,28,100,100,3000,0.01,0.8,100.0,3000,43.0
239,29,100,100,3000,0.01,0.8,98.0,3000,43.0
240,0,100,100,3000,0.01,0.9,100.0,3000,42.0
241,1,100,100,3000,0.01,0.9,100.0,3000,43.0
242,2,100,100,3000,0.01,0.9,100.0,3000,42.0
243,3,100,100,3000,0.01,0.9,100.0,3000,42.0
244,4,100,100,3000,0.01,0.9,99.0,3000,43.0
245,5,100,100,3000,0.01,0.9,99.0,3000,43.0
246,6,100,100,3000,0.01,0.9,99.0,3000,43.0
247,7,100,100,3000,0.01,0.9,99.0,3000,43.0
248,8,100,100,3000,0.01,0.9,99.0,3000,43.0
249,9,100,100,3000,0.01,0.9,99.0,3000,42.0
250,10,100,100,3000,0.01,0.9,99.0,3000,42.0
251,11,100,100,3000,0.01,0.9,99.0,3000,43.0
252,12,100,100,3000,0.01,0.9,100.0,3000,42.0
253,13,100,100,3000,0.01,0.9,100.0,3000,42.0
254,14,100,100,3000,0.01,0.9,100.0,3000,42.0
255,15,100,100,3000,0.01,0.9,100.0,3000,42.0
256,16,100,100,3000,0.01,0.9,100.0,3000,42.0
257,17,100,100,3000,0.01,0.9,100.0,3000,42.0
258,18,100,100,3000,0.01,0.9,100.0,3000,42.0
259,19,100,100,3000,0.01,0.9,98.0,3000,43.0
260,20,100,100,3000,0.01,0.9,100.0,3000,42.0
261,21,100,100,3000,0.01,0.9,100.0,3000,42.0
262,22,100,100,3000,0.01,0.9,100.0,3000,42.0
263,23,100,100,3000,0.01,0.9,98.0,3000,42.0
264,24,100,100,3000,0.01,0.9,100.0,3000,42.0
265,25,100,100,3000,0.01,0.9,99.0,3000,44.0
266,26,100,100,3000,0.01,0.9,100.0,3000,43.0
267,27,100,100,3000,0.01,0.9,99.0,3000,49.0
268,28,100,100,3000,0.01,0.9,99.0,3000,42.0
269,29,100,100,3000,0.01,0.9,100.0,3000,42.0
270,0,100,100,3000,0.01,1.0,100.0,3000,42.0
271,1,100,100,3000,0.01,1.0,100.0,3000,42.0
272,2,100,100,3000,0.01,1.0,98.0,3000,42.0
273,3,100,100,3000,0.01,1.0,99.0,3000,43.0
274,4,100,100,3000,0.01,1.0,100.0,3000,43.0
275,5,100,100,3000,0.01,1.0,99.0,3000,43.0
276,6,100,100,3000,0.01,1.0,100.0,3000,42.0
277,7,100,100,3000,0.01,1.0,100.0,3000,43.0
278,8,100,100,3000,0.01,1.0,100.0,3000,43.0
279,9,100,100,3000,0.01,1.0,99.0,3000,43.0
280,10,100,100,3000,0.01,1.0,100.0,3000,42.0
281,11,100,100,3000,0.01,1.0,100.0,3000,43.0
282,12,100,100,3000,0.01,1.0,100.0,3000,43.0
283,13,100,100,3000,0.01,1.0,100.0,3000,42.0
284,14,100,100,3000,0.01,1.0,100.0,3000,43.0
285,15,100,100,3000,0.01,1.0,100.0,3000,42.0
286,16,100,100,3000,0.01,1.0,100.0,3000,43.0
287,17,100,100,3000,0.01,1.0,99.0,3000,43.0
288,18,100,100,3000,0.01,1.0,100.0,3000,43.0
289,19,100,100,3000,0.01,1.0,100.0,3000,43.0
290,20,100,100,3000,0.01,1.0,99.0,3000,42.0
291,21,100,100,3000,0.01,1.0,100.0,3000,43.0
292,22,100,100,3000,0.01,1.0,100.0,3000,44.0
293,23,100,100,3000,0.01,1.0,98.0,3000,42.0
294,24,100,100,3000,0.01,1.0,99.0,3000,42.0
295,25,100,100,3000,0.01,1.0,99.0,3000,43.0
296,26,100,100,3000,0.01,1.0,100.0,3000,42.0
297,27,100,100,3000,0.01,1.0,100.0,3000,42.0
298,28,100,100,3000,0.01,1.0,100.0,3000,43.0
299,29,100,100,3000,0.01,1.0,99.0,3000,42.0
300,0,100,100,3000,0.02,0.1,92.0,3000,42.0
301,1,100,100,3000,0.02,0.1,92.0,3000,41.0
302,2,100,100,3000,0.02,0.1,93.0,3000,41.0
303,3,100,100,3000,0.02,0.1,91.0,3000,41.0
304,4,100,100,3000,0.02,0.1,94.0,3000,41.0
305,5,100,100,3000,0.02,0.1,92.0,3000,42.0
306,6,100,100,3000,0.02,0.1,92.0,3000,41.0
307,7,100,100,3000,0.02,0.1,93.0,3000,41.0
308,8,100,100,3000,0.02,0.1,94.0,3000,42.0
309,9,100,100,3000,0.02,0.1,93.0,3000,41.0
310,10,100,100,3000,0.02,0.1,92.0,3000,42.0
311,11,100,100,3000,0.02,0.1,93.0,3000,41.0
312,12,100,100,3000,0.02,0.1,90.0,3000,42.0
313,13,100,100,3000,0.02,0.1,91.0,3000,42.0
314,14,100,100,3000,0.02,0.1,92.0,3000,41.0
315,15,100,100,3000,0.02,0.1,92.0,3000,42.0
316,16,100,100,3000,0.02,0.1,93.0,3000,41.0
317,17,100,100,3000,0.02,0.1,92.0,3000,42.0
318,18,100,100,3000,0.02,0.1,94.0,3000,42.0
319,19,100,100,3000,0.02,0.1,95.0,3000,42.0
320,20,100,100,3000,0.02,0.1,92.0,3000,41.0
321,21,100,100,3000,0.02,0.1,92.0,3000,42.0
322,22,100,100,3000,0.02,0.1,92.0,3000,41.0
323,23,100,100,3000,0.02,0.1,93.0,3000,41.0
324,24,100,100,3000,0.02,0.1,94.0,3000,42.0
325,25,100,100,3000,0.02,0.1,91.0,3000,41.0
326,26,100,100,3000,0.02,0.1,93.0,3000,41.0
327,27,100,100,3000,0.02,0.1,91.0,3000,41.0
328,28,100,100,3000,0.02,0.1,92.0,3000,41.0
329,29,100,100,3000,0.02,0.1,93.0,3000,42.0
330,0,100,100,3000,0.02,0.2,91.0,3000,42.0
331,1,100,100,3000,0.02,0.2,93.0,3000,42.0
332,2,100,100,3000,0.02,0.2,95.0,3000,42.0
333,3,100,100,3000,0.02,0.2,96.0,3000,41.0
334,4,100,100,3000,0.02,0.2,94.0,3000,42.0
335,5,100,100,3000,0.02,0.2,94.0,3000,41.0
336,6,100,100,3000,0.02,0.2,94.0,3000,42.0
337,7,100,100,3000,0.02,0.2,95.0,3000,41.0
338,8,100,100,3000,0.02,0.2,93.0,3000,41.0
339,9,100,100,3000,0.02,0.2,96.0,3000,41.0
340,10,100,100,3000,0.02,0.2,94.0,3000,42.0
341,11,100,100,3000,0.02,0.2,93.0,3000,41.0
342,12,100,100,3000,0.02,0.2,94.0,3000,41.0
343,13,100,100,3000,0.02,0.2,91.0,3000,42.0
344,14,100,100,3000,0.02,0.2,95.0,3000,42.0
345,15,100,100,3000,0.02,0.2,93.0,3000,42.0
346,16,100,100,3000,0.02,0.2,91.0,3000,42.0
347,17,100,100,3000,0.02,0.2,91.0,3000,44.0
348,18,100,100,3000,0.02,0.2,95.0,3000,42.0
349,19,100,100,3000,0.02,0.2,93.0,3000,41.0
350,20,100,100,3000,0.02,0.2,94.0,3000,42.0
351,21,100,100,3000,0.02,0.2,93.0,3000,42.0
352,22,100,100,3000,0.02,0.2,94.0,3000,42.0
353,23,100,100,3000,0.02,0.2,94.0,3000,42.0
354,24,100,100,3000,0.02,0.2,93.0,3000,42.0
355,25,100,100,3000,0.02,0.2,94.0,3000,41.0
356,26,100,100,3000,0.02,0.2,94.0,3000,41.0
357,27,100,100,3000,0.02,0.2,95.0,3000,44.0
358,28,100,100,3000,0.02,0.2,94.0,3000,42.0
359,29,100,100,3000,0.02,0.2,96.0,3000,41.0
360,0,100,100,3000,0.02,0.3,92.0,3000,42.0
361,1,100,100,3000,0.02,0.3,94.0,3000,42.0
362,2,100,100,3000,0.02,0.3,95.0,3000,43.0
363,3,100,100,3000,0.02,0.3,97.0,3000,42.0
364,4,100,100,3000,0.02,0.3,95.0,3000,41.0
365,5,100,100,3000,0.02,0.3,94.0,3000,42.0
366,6,100,100,3000,0.02,0.3,95.0,3000,42.0
367,7,100,100,3000,0.02,0.3,96.0,3000,42.0
368,8,100,100,3000,0.02,0.3,98.0,3000,42.0
369,9,100,100,3000,0.02,0.3,93.0,3000,41.0
370,10,100,100,3000,0.02,0.3,95.0,3000,42.0
371,11,100,100,3000,0.02,0.3,94.0,3000,42.0
372,12,100,100,3000,0.02,0.3,93.0,3000,42.0
373,13,100,100,3000,0.02,0.3,95.0,3000,42.0
374,14,100,100,3000,0.02,0.3,94.0,3000,42.0
375,15,100,100,3000,0.02,0.3,95.0,3000,42.0
376,16,100,100,3000,0.02,0.3,95.0,3000,41.0
377,17,100,100,3000,0.02,0.3,93.0,3000,41.0
378,18,100,100,3000,0.02,0.3,94.0,3000,41.0
379,19,100,100,3000,0.02,0.3,94.0,3000,41.0
380,20,100,100,3000,0.02,0.3,93.0,3000,42.0
381,21,100,100,3000,0.02,0.3,94.0,3000,41.0
382,22,100,100,3000,0.02,0.3,96.0,3000,42.0
383,23,100,100,3000,0.02,0.3,97.0,3000,42.0
384,24,100,100,3000,0.02,0.3,95.0,3000,41.0
385,25,100,100,3000,0.02,0.3,95.0,3000,42.0
386,26,100,100,3000,0.02,0.3,96.0,3000,41.0
387,27,100,100,3000,0.02,0.3,95.0,3000,42.0
388,28,100,100,3000,0.02,0.3,96.0,3000,42.0
389,29,100,100,3000,0.02,0.3,96.0,3000,42.0
390,0,100,100,3000,0.02,0.4,96.0,3000,42.0
391,1,100,100,3000,0.02,0.4,96.0,3000,42.0
392,2,100,100,3000,0.02,0.4,93.0,3000,41.0
393,3,100,100,3000,0.02,0.4,98.0,3000,41.0
394,4,100,100,3000,0.02,0.4,95.0,3000,42.0
395,5,100,100,3000,0.02,0.4,94.0,3000,41.0
396,6,100,100,3000,0.02,0.4,96.0,3000,42.0
397,7,100,100,3000,0.02,0.4,96.0,3000,42.0
398,8,100,100,3000,0.02,0.4,98.0,3000,43.0
399,9,100,100,3000,0.02,0.4,95.0,3000,42.0
400,10,100,100,3000,0.02,0.4,96.0,3000,41.0
401,11,100,100,3000,0.02,0.4,94.0,3000,42.0
402,12,100,100,3000,0.02,0.4,95.0,3000,42.0
403,13,100,100,3000,0.02,0.4,94.0,3000,42.0
404,14,100,100,3000,0.02,0.4,96.0,3000,42.0
405,15,100,100,3000,0.02,0.4,96.0,3000,41.0
406,16,100,100,3000,0.02,0.4,98.0,3000,42.0
407,17,100,100,3000,0.02,0.4,96.0,3000,42.0
408,18,100,100,3000,0.02,0.4,96.0,3000,42.0
409,19,100,100,3000,0.02,0.4,94.0,3000,42.0
410,20,100,100,3000,0.02,0.4,97.0,3000,41.0
411,21,100,100,3000,0.02,0.4,96.0,3000,42.0
412,22,100,100,3000,0.02,0.4,97.0,3000,42.0
413,23,100,100,3000,0.02,0.4,96.0,3000,42.0
414,24,100,100,3000,0.02,0.4,93.0,3000,41.0
415,25,100,100,3000,0.02,0.4,95.0,3000,42.0
416,26,100,100,3000,0.02,0.4,95.0,3000,42.0
417,27,100,100,3000,0.02,0.4,97.0,3000,42.0
418,28,100,100,3000,0.02,0.4,96.0,3000,42.0
419,29,100,100,3000,0.02,0.4,96.0,3000,41.0
420,0,100,100,3000,0.02,0.5,97.0,3000,43.0
421,1,100,100,3000,0.02,0.5,97.0,3000,42.0
422,2,100,100,3000,0.02,0.5,98.0,3000,42.0
423,3,100,100,3000,0.02,0.5,95.0,3000,42.0
424,4,100,100,3000,0.02,0.5,94.0,3000,41.0
425,5,100,100,3000,0.02,0.5,97.0,3000,42.0
426,6,100,100,3000,0.02,0.5,97.0,3000,42.0
427,7,100,100,3000,0.02,0.5,96.0,3000,42.0
428,8,100,100,3000,0.02,0.5,96.0,3000,42.0
429,9,100,100,3000,0.02,0.5,95.0,3000,42.0
430,10,100,100,3000,0.02,0.5,97.0,3000,42.0
431,11,100,100,3000,0.02,0.5,94.0,3000,42.0
432,12,100,100,3000,0.02,0.5,97.0,3000,42.0
433,13,100,100,3000,0.02,0.5,96.0,3000,42.0
434,14,100,100,3000,0.02,0.5,96.0,3000,41.0
435,15,100,100,3000,0.02,0.5,97.0,3000,42.0
436,16,100,100,3000,0.02,0.5,95.0,3000,42.0
437,17,100,100,3000,0.02,0.5,96.0,3000,42.0
438,18,100,100,3000,0.02,0.5,96.0,3000,43.0
439,19,100,100,3000,0.02,0.5,96.0,3000,42.0
440,20,100,100,3000,0.02,0.5,97.0,3000,43.0
441,21,100,100,3000,0.02,0.5,94.0,3000,42.0
442,22,100,100,3000,0.02,0.5,96.0,3000,41.0
443,23,100,100,3000,0.02,0.5,96.0,3000,42.0
444,24,100,100,3000,0.02,0.5,96.0,3000,42.0
445,25,100,100,3000,0.02,0.5,98.0,3000,43.0
446,26,100,100,3000,0.02,0.5,97.0,3000,42.0
447,27,100,100,3000,0.02,0.5,98.0,3000,42.0
448,28,100,100,3000,0.02,0.5,96.0,3000,43.0
449,29,100,100,3000,0.02,0.5,97.0,3000,42.0
450,0,100,100,3000,0.02,0.6,99.0,3000,42.0
451,1,100,100,3000,0.02,0.6,97.0,3000,42.0
452,2,100,100,3000,0.02,0.6,96.0,3000,42.0
453,3,100,100,3000,0.02,0.6,97.0,3000,42.0
454,4,100,100,3000,0.02,0.6,97.0,3000,42.0
455,5,100,100,3000,0.02,0.6,96.0,3000,41.0
456,6,100,100,3000,0.02,0.6,97.0,3000,43.0
457,7,100,100,3000,0.02,0.6,95.0,3000,42.0
458,8,100,100,3000,0.02,0.6,97.0,3000,41.0
459,9,100,100,3000,0.02,0.6,98.0,3000,42.0
460,10,100,100,3000,0.02,0.6,95.0,3000,42.0
461,11,100,100,3000,0.02,0.6,97.0,3000,42.0
462,12,100,100,3000,0.02,0.6,96.0,3000,42.0
463,13,100,100,3000,0.02,0.6,98.0,3000,43.0
