Mutation Probability,Crossover Probability,Fitness_mean,Fitness_std,time_mean,time_std
0.01,0.1,93.3,1.5569643319724704,42.166666666666664,2.5063138660994366
0.01,0.2,95.16666666666667,1.2887666740841326,41.666666666666664,0.5466722735905334
0.01,0.3,96.56666666666666,1.3817363722139053,41.63333333333333,0.5560534167675358
0.01,0.4,97.1,1.3733924772444785,41.93333333333333,0.691491807283521
0.01,0.5,97.6,1.2205143065174582,41.86666666666667,0.5074162634049256
0.01,0.6,98.9,1.0288929437289247,42.2,0.48423419811150387
0.01,0.7,98.83333333333333,0.874281314047118,42.3,0.5959634332684365
0.01,0.8,99.33333333333333,0.7580980435789046,42.333333333333336,0.47946330148538335
0.01,0.9,99.5,0.6297235299224021,42.6,1.3287276776598396
0.01,1.0,99.6,0.6214554662658636,42.6,0.5632418479750466
0.02,0.1,92.43333333333334,1.1043279539543747,41.43333333333333,0.504006932993731
0.02,0.2,93.73333333333333,1.4125870942531562,41.766666666666666,0.7738543627276672
0.02,0.3,94.8,1.349329335326414,41.733333333333334,0.5208304597621878
0.02,0.4,95.66666666666667,1.3217891045025338,41.766666666666666,0.5040069329937307
0.02,0.5,96.23333333333333,1.1043279539543736,42.06666666666667,0.5208304597621878
0.02,0.6,96.9,1.1249521062602215,42.03333333333333,0.5560534167675355
0.02,0.7,97.76666666666667,0.9714309861845711,42.233333333333334,0.5683207771559351
0.02,0.8,98.03333333333333,0.7648904962570563,42.4,1.0034423509719612
0.02,0.9,98.53333333333333,0.8193072487266819,42.4,0.5632418479750464
0.02,1.0,98.66666666666667,0.7580980435789034,42.56666666666667,0.7738543627276655
0.03,0.1,90.33333333333333,1.3978637231524922,42.233333333333334,2.8609539442752947
0.03,0.2,91.5,1.3582443028435245,41.96666666666667,0.8899179866642235
0.03,0.3,92.63333333333334,1.1885468767200258,41.93333333333333,0.691491807283521
0.03,0.4,93.56666666666666,1.454679330307195,41.9,0.4806604651504227
0.03,0.5,94.03333333333333,1.1885468767200211,42.2,0.6643638388299195
0.03,0.6,94.36666666666666,1.4499306364701428,42.4,0.8550055454548955
0.03,0.7,95.26666666666667,1.0806553992619579,42.36666666666667,0.5560534167675358
0.03,0.8,95.9,1.604949241865771,42.3,0.7943767889097848
0.03,0.9,96.03333333333333,1.1591713250937243,42.53333333333333,0.7760791522613613
0.03,1.0,96.3,1.2359555845161074,42.4,0.4982728791224394
0.04,0.1,89.1,1.1846722229638331,41.96666666666667,0.8899179866642246
0.04,0.2,89.66666666666667,1.3978637231524915,42.166666666666664,0.7466399831028446
0.04,0.3,90.86666666666666,1.3321834121764773,42.4,1.0034423509719617
0.04,0.4,91.56666666666666,1.3308885632599352,42.2,0.805155799872898
0.04,0.5,92.3,1.178836363713722,42.56666666666667,0.7279320417946046
0.04,0.6,92.43333333333334,1.4064710873459947,42.166666666666664,0.6989318615762456
0.04,0.7,93.46666666666667,1.195778013458713,42.666666666666664,0.7580980435789032
0.04,0.8,93.4,1.1919268665368772,42.5,0.6297235299224025
0.04,0.9,93.96666666666667,1.3256965204630409,42.733333333333334,0.8276819867946682
0.04,1.0,94.33333333333333,1.2410599844719301,42.7,0.7022132498578063
