Mutation Probability,Crossover Probability,Fitness_mean,Fitness_std,time_mean,time_std
0.05,0.1,87.23333333333333,1.774985834490992,42.666666666666664,1.4223180044375192
0.05,0.2,88.1,1.1551981469084363,43.733333333333334,3.3521309057367374
0.05,0.3,89.06666666666666,1.3628907749221189,44.5,6.709488905968201
0.05,0.4,89.46666666666667,1.569830505529804,42.833333333333336,1.0531834608931387
0.05,0.5,90.3,1.1188047809743376,44.36666666666667,4.483558726120883
0.05,0.6,90.96666666666667,1.3767361035618155,43.233333333333334,0.8172001541568767
0.05,0.7,91.36666666666666,1.188546876720021,43.166666666666664,0.7466399831028443
0.05,0.8,91.5,1.3326147488923876,43.166666666666664,0.9128709291752771
0.05,0.9,91.86666666666666,1.382983614567042,43.63333333333333,1.0980651740387652
0.05,1.0,92.4,1.428768459319016,43.766666666666666,2.128352662852484
0.06,0.1,85.46666666666667,1.4793599112881337,43.666666666666664,1.6883645082279106
0.06,0.2,86.56666666666666,1.6120950886075678,43.06666666666667,0.6914918072835209
0.06,0.3,87.2,1.3235271579877106,42.833333333333336,0.5920934999167602
0.06,0.4,87.93333333333334,1.6801751413906603,43.766666666666666,2.430883666961229
0.06,0.5,88.5,1.456258787157151,43.86666666666667,2.2396633572979163
0.06,0.6,88.93333333333334,1.3373502709187428,46.733333333333334,8.626076477883723
0.06,0.7,89.2,1.2703515668696885,45.7,2.5616535607917874
0.06,0.8,89.86666666666666,1.0080138659874598,47.03333333333333,4.004164498785401
0.06,0.9,90.36666666666666,1.3767361035618175,48.3,5.318477874030476
0.06,1.0,90.13333333333334,1.4319827906241323,47.9,6.6506416594760704
0.07,0.1,84.23333333333333,1.006301981594451,44.93333333333333,1.9988502442280598
0.07,0.2,85.23333333333333,1.2228664272317629,43.9,0.959525744924238
0.07,0.3,85.5,1.4081046199376124,47.13333333333333,4.868854806464945
0.07,0.4,86.2,1.186126701378964,44.2,3.188340828923299
0.07,0.5,87.4,1.3544307876819295,42.86666666666667,0.5713464637233664
0.07,0.6,87.33333333333333,1.2410599844719283,42.86666666666667,0.6814453874610594
0.07,0.7,87.8,1.3746472901853006,43.666666666666664,1.3729739514150887
0.07,0.8,87.56666666666666,1.1351236704105991,44.0,4.042873679229527
0.07,0.9,88.5,1.2798167972341834,43.1,0.48066046515042293
0.07,1.0,88.53333333333333,1.3060425438846843,44.0,1.3130643285972277
0.08,0.1,83.26666666666667,1.1724814044061251,42.833333333333336,0.874281314047118
0.08,0.2,84.06666666666666,1.4367908045682751,42.53333333333333,0.628810224829856
0.08,0.3,84.8,1.845778034251176,42.86666666666667,0.6814453874610593
0.08,0.4,85.2,1.0305673027596212,42.53333333333333,0.5074162634049258
0.08,0.5,85.7,1.3933338832974782,42.733333333333334,0.5832922809856751
0.08,0.6,86.1,1.5391444107819703,42.93333333333333,0.5208304597621871
0.08,0.7,86.4,1.5222487902147739,42.9,0.5477225575051662
0.08,0.8,86.76666666666667,1.5687318254659965,43.06666666666667,0.5208304597621881
0.08,0.9,86.76666666666667,1.4781939897267777,43.13333333333333,0.4341724854553041
0.08,1.0,87.0,1.3645764784420278,43.166666666666664,0.6477192523656043
0.09,0.1,82.4,1.4044264997156124,43.666666666666664,1.6259391627362743
0.09,0.2,83.4,1.8680618759596246,45.6,5.5248654219840025
0.09,0.3,83.83333333333333,1.5331584108120313,42.9,0.6074253182419869
0.09,0.4,83.5,1.2525835370311151,42.8,0.6643638388299205
0.09,0.5,84.46666666666667,1.6553639735893353,44.13333333333333,1.795268365940627
0.09,0.6,85.1,1.1249521062602181,43.9,1.0618786215460536
0.09,0.7,84.9,1.3982747990981976,42.96666666666667,0.6149478998583779
0.09,0.8,85.26666666666667,1.3628907749221222,43.0,0.5872202195147038
0.09,0.9,85.26666666666667,1.0482607379429258,42.96666666666667,0.6686751354593717
0.09,1.0,85.3,1.4419813954512684,43.266666666666666,1.0148325268098493
0.1,0.1,81.6,1.6938020891595815,42.4,0.563241847975046
0.1,0.2,82.23333333333333,1.040004420857094,42.6,0.7701320979389598
0.1,0.3,82.16666666666667,1.3666806839763335,42.7,0.6512587281829562
0.1,0.4,82.6,1.2484473115254686,42.4,0.5632418479750473
0.1,0.5,82.9,1.647359433593131,42.666666666666664,0.5466722735905337
0.1,0.6,83.56666666666666,1.3565507307349247,43.0,0.5872202195147057
0.1,0.7,83.8,1.6060231457944771,42.93333333333333,0.5832922809856749
0.1,0.8,84.03333333333333,1.3514572807192957,43.3,0.7022132498578079
0.1,0.9,84.3,1.3933338832974778,43.266666666666666,1.0148325268098501
0.1,1.0,83.83333333333333,1.0854312136382613,43.13333333333333,0.571346463723365
