Mutation Probability,Crossover Probability,Evaluations_mean,Evaluations_std,time_mean,time_std
0.01,0.1,5037.066666666667,560.1939893886104,54.56666666666667,2.737773237295334
0.01,0.2,4353.833333333333,408.28928920333067,51.43333333333333,1.8323403789601482
0.01,0.3,4037.766666666667,382.0239822164385,50.36666666666667,1.8096167118144548
0.01,0.4,3710.5333333333333,324.7689612030674,49.06666666666667,1.5297809925141144
0.01,0.5,3434.1666666666665,353.71419237154936,47.833333333333336,2.290660698746458
0.01,0.6,3347.9666666666667,327.31388323888666,47.733333333333334,1.7991057804352142
0.01,0.7,3123.6666666666665,204.62081556117286,46.6,1.5222487902147745
0.01,0.8,3156.8,434.04857506647954,46.266666666666666,2.377093753440044
0.01,0.9,2888.633333333333,332.48391024937223,44.2,1.8457780342511758
0.01,1.0,2673.766666666667,286.02431574151575,43.9,1.9181528470973281
0.02,0.1,6321.233333333334,844.252972520201,60.63333333333333,3.863920943481021
0.02,0.2,5641.233333333334,634.426087830206,57.333333333333336,3.088726256089631
0.02,0.3,5092.733333333334,676.6006785105375,54.766666666666666,3.9539010272556556
0.02,0.4,4751.966666666666,472.67197077256765,53.36666666666667,2.2664469129444447
0.02,0.5,4444.9,473.56391623372315,54.233333333333334,2.9674479146965287
0.02,0.6,4309.2,477.8802620192492,54.166666666666664,3.17406878370305
0.02,0.7,3855.233333333333,393.4898397963897,49.333333333333336,2.2180036586726053
0.02,0.8,3666.8,382.0815403134204,48.766666666666666,2.144493081059634
0.02,0.9,3358.1,394.3900878309574,49.3,2.842412768200211
0.02,1.0,3280.633333333333,311.84362607954125,48.333333333333336,2.482119968943863
0.03,0.1,10279.833333333334,1372.5904551144397,77.5,5.600184726017279
0.03,0.2,8609.166666666666,1085.110770869717,70.96666666666667,5.41061111554676
0.03,0.3,8091.6,1044.9542012732522,69.1,4.59647541132296
0.03,0.4,7163.833333333333,1260.501708634806,65.56666666666666,5.81130487651578
0.03,0.5,6655.8,672.3015743671523,63.166666666666664,3.3122898979129363
0.03,0.6,6195.233333333334,926.3093504028114,61.666666666666664,4.237218779872682
0.03,0.7,5971.333333333333,919.5694019797915,60.43333333333333,4.6880871279809035
0.03,0.8,5341.3,920.0152603681879,57.3,4.120177431733436
0.03,0.9,5429.166666666667,626.1593981998698,58.36666666666667,4.012766981843662
0.03,1.0,4890.066666666667,675.6475786789387,56.1,3.584930144079663
0.04,0.1,18173.766666666666,3858.257241770974,107.7,12.682189520523762
0.04,0.2,14685.366666666667,2654.882392139425,95.9,9.756872025610358
0.04,0.3,14047.766666666666,2818.0883675155465,93.1,11.330002891316548
0.04,0.4,12585.333333333334,2299.850225008416,87.5,8.927871893778725
0.04,0.5,10876.433333333332,1781.5827462144987,79.9,7.293596624720752
0.04,0.6,9974.166666666666,1630.1955051641723,76.93333333333334,6.776904660802689
0.04,0.7,9317.4,1750.8942070090739,74.36666666666666,7.4021587407315526
0.04,0.8,9284.266666666666,1600.9301376846918,74.2,6.604073977738914
0.04,0.9,8494.9,1430.0435332172763,70.83333333333333,6.264752703561541
0.04,1.0,8296.633333333333,1534.7214839616122,70.0,6.756861136192832
0.05,0.1,32784.5,7438.005798506794,155.33333333333334,25.148295799302097
0.05,0.2,27024.066666666666,6155.955506848539,136.56666666666666,20.545464023818568
0.05,0.3,25521.033333333333,7502.12787967444,133.03333333333333,24.8033414508295
0.05,0.4,22432.533333333333,4688.033693633577,121.23333333333333,15.489002401778459
0.05,0.5,19853.566666666666,4955.180059940988,114.06666666666666,16.538217669330667
0.05,0.6,19167.466666666667,4039.3125288527904,111.46666666666667,13.996879783657532
0.05,0.7,18503.3,5389.839516195712,109.36666666666666,17.821883745269044
0.05,0.8,15902.6,3043.3506330789537,101.46666666666667,10.61792022408614
0.05,0.9,14877.033333333333,4123.837319806625,96.36666666666666,14.928527038533637
0.05,1.0,14176.633333333333,3812.0093034887855,95.26666666666667,14.578996070950208
0.06,0.1,69283.0,19619.458509523054,274.43333333333334,62.37577078970003
0.06,0.2,56119.76666666667,15078.452179056441,233.03333333333333,48.40809517178836
0.06,0.3,53318.03333333333,12380.151802543578,224.13333333333333,40.24385438911082
0.06,0.4,50319.2,14037.564322080658,214.9,45.73789645812095
0.06,0.5,37400.833333333336,9027.643775851937,172.26666666666668,29.749451844655407
0.06,0.6,39769.36666666667,11351.100874708854,180.6,37.75931033852948
0.06,0.7,34164.63333333333,11407.81120619078,162.56666666666666,37.94977018996642
0.06,0.8,32255.866666666665,8084.231529952927,155.73333333333332,26.949420482968016
0.06,0.9,30011.233333333334,8614.676857402794,150.73333333333332,31.854121514668467
0.06,1.0,25587.933333333334,7776.4820028229915,132.53333333333333,25.540681995232802
0.07,0.1,151369.3,41589.22772425571,521.3333333333334,124.8351556732078
0.07,0.2,135205.16666666666,33090.25933984442,475.26666666666665,100.98170996337127
0.07,0.3,96068.13333333333,33776.181289976135,355.3333333333333,104.1591399579586
0.07,0.4,97221.36666666667,27877.16794536387,360.3,86.50858039962638
0.07,0.5,85463.96666666666,28008.165108107103,324.43333333333334,87.08128716729355
0.07,0.6,80078.3,24222.377811394384,307.8666666666667,75.12276542471976
0.07,0.7,74100.9,26885.848681685366,289.43333333333334,84.63254584432607
0.07,0.8,64382.73333333333,23359.06346276475,258.96666666666664,73.34494944572121
0.07,0.9,57420.46666666667,19006.219874363334,237.53333333333333,60.441327111410324
0.07,1.0,59068.066666666666,21193.999720046548,242.3,68.13786733907395
0.08,0.1,320859.2,82861.28925620216,1033.2666666666667,248.74539445860665
0.08,0.2,294891.73333333334,105021.5711736808,957.2666666666667,316.5883799175999
0.08,0.3,253757.56666666668,73734.3365349823,842.6666666666666,221.66413445965296
0.08,0.4,242402.8,53375.852344902436,822.7,167.26422417736305
0.08,0.5,187862.96666666667,74629.60525684129,650.8666666666667,230.82666034588982
0.08,0.6,197436.76666666666,66418.88320644932,679.0333333333333,208.07384023107215
0.08,0.7,161035.73333333334,52348.326296027866,564.0666666666667,159.83438267487216
0.08,0.8,148483.83333333334,58907.43693818664,526.9333333333333,182.01381784100204
0.08,0.9,153757.2,56985.654662712535,541.9,175.5694871769756
0.08,1.0,130977.1,33265.095443297985,473.6666666666667,104.91616795732949
0.09,0.1,748711.2,316221.3542261943,2366.6,968.1924359875202
0.09,0.2,680075.0,175955.57302322378,2158.5333333333333,542.1491545203464
0.09,0.3,610477.4333333333,210155.53931752604,1922.1,635.6564540584851
0.09,0.4,560034.1333333333,179299.67245459883,1766.1,542.9110138554174
0.09,0.5,441103.23333333334,159379.35115200255,1413.6,483.9442544129544
0.09,0.6,414807.3333333333,177112.6911415506,1326.9333333333334,533.2395420403501
0.09,0.7,424601.73333333334,159655.15342783136,1360.7,487.0270225456235
0.09,0.8,338577.13333333336,151484.68051343499,1102.1,464.57962830335424
0.09,0.9,376602.2,163079.79265724812,1217.8666666666666,496.04982601051023
0.09,1.0,343790.2,143171.36757924172,1117.0,435.7076685276415
0.1,0.1,1823750.7333333334,632847.3244279237,5563.633333333333,1904.9823690619244
0.1,0.2,1695263.8666666667,537775.246660416,5189.966666666666,1621.1180578450367
0.1,0.3,1443363.5,535513.5402245632,4444.266666666666,1630.5563030669207
0.1,0.4,1177618.0333333334,462523.2999819266,3643.5333333333333,1406.7587772860225
0.1,0.5,1133979.0333333334,499348.67912604904,3520.7,1520.690341191494
0.1,0.6,1053047.5666666667,493787.97163767274,3272.4666666666667,1497.703983765986
0.1,0.7,997007.3,413580.1283667682,3107.9666666666667,1253.7950248616462
0.1,0.8,867829.6,370735.7456586509,2710.6666666666665,1121.5293232851764
0.1,0.9,837530.3,353979.8263416122,2619.366666666667,1080.331382216725
0.1,1.0,690128.6666666666,265999.1539246764,2168.5666666666666,808.3582631539035
