,Execution,Population Size,Problem Size,Evaluations,Mutation Probability,Crossover Probability,Elapsed Time (ms)
1342,22,100,100,21477.0,0.05,0.5,119.0
1343,23,100,100,29602.0,0.05,0.5,146.0
1344,24,100,100,17715.0,0.05,0.5,108.0
1345,25,100,100,23499.0,0.05,0.5,126.0
1346,26,100,100,13564.0,0.05,0.5,94.0
1347,27,100,100,14515.0,0.05,0.5,96.0
1348,28,100,100,24947.0,0.05,0.5,131.0
1349,29,100,100,15952.0,0.05,0.5,102.0
1350,0,100,100,15406.0,0.05,0.6,101.0
1351,1,100,100,17916.0,0.05,0.6,108.0
1352,2,100,100,20785.0,0.05,0.6,116.0
1353,3,100,100,25504.0,0.05,0.6,132.0
1354,4,100,100,21974.0,0.05,0.6,120.0
1355,5,100,100,19889.0,0.05,0.6,114.0
1356,6,100,100,23066.0,0.05,0.6,122.0
1357,7,100,100,15206.0,0.05,0.6,97.0
1358,8,100,100,24607.0,0.05,0.6,129.0
1359,9,100,100,12966.0,0.05,0.6,90.0
1360,10,100,100,18431.0,0.05,0.6,109.0
1361,11,100,100,18017.0,0.05,0.6,109.0
1362,12,100,100,23480.0,0.05,0.6,128.0
1363,13,100,100,20626.0,0.05,0.6,118.0
1364,14,100,100,26423.0,0.05,0.6,136.0
1365,15,100,100,20513.0,0.05,0.6,117.0
1366,16,100,100,19451.0,0.05,0.6,113.0
1367,17,100,100,20564.0,0.05,0.6,117.0
1368,18,100,100,20331.0,0.05,0.6,116.0
1369,19,100,100,19024.0,0.05,0.6,112.0
1370,20,100,100,19306.0,0.05,0.6,111.0
1371,21,100,100,14214.0,0.05,0.6,95.0
1372,22,100,100,21229.0,0.05,0.6,116.0
1373,23,100,100,24720.0,0.05,0.6,132.0
1374,24,100,100,13997.0,0.05,0.6,97.0
1375,25,100,100,16528.0,0.05,0.6,103.0
1376,26,100,100,10591.0,0.05,0.6,78.0
1377,27,100,100,16312.0,0.05,0.6,100.0
1378,28,100,100,12379.0,0.05,0.6,87.0
1379,29,100,100,21569.0,0.05,0.6,121.0
1380,0,100,100,17184.0,0.05,0.7,107.0
1381,1,100,100,24322.0,0.05,0.7,126.0
1382,2,100,100,16393.0,0.05,0.7,106.0
1383,3,100,100,25124.0,0.05,0.7,131.0
1384,4,100,100,13112.0,0.05,0.7,90.0
1385,5,100,100,20863.0,0.05,0.7,118.0
1386,6,100,100,19490.0,0.05,0.7,113.0
1387,7,100,100,25163.0,0.05,0.7,130.0
1388,8,100,100,13925.0,0.05,0.7,93.0
1389,9,100,100,13279.0,0.05,0.7,91.0
1390,10,100,100,19962.0,0.05,0.7,115.0
1391,11,100,100,19526.0,0.05,0.7,112.0
1392,12,100,100,13835.0,0.05,0.7,94.0
1393,13,100,100,15214.0,0.05,0.7,100.0
1394,14,100,100,33280.0,0.05,0.7,160.0
1395,15,100,100,11776.0,0.05,0.7,86.0
1396,16,100,100,14438.0,0.05,0.7,96.0
1397,17,100,100,27794.0,0.05,0.7,140.0
1398,18,100,100,14648.0,0.05,0.7,97.0
1399,19,100,100,13714.0,0.05,0.7,95.0
1400,20,100,100,19560.0,0.05,0.7,113.0
1401,21,100,100,14506.0,0.05,0.7,96.0
1402,22,100,100,20612.0,0.05,0.7,117.0
1403,23,100,100,19779.0,0.05,0.7,113.0
1404,24,100,100,12471.0,0.05,0.7,88.0
1405,25,100,100,13099.0,0.05,0.7,92.0
1406,26,100,100,22971.0,0.05,0.7,124.0
1407,27,100,100,21147.0,0.05,0.7,116.0
1408,28,100,100,12865.0,0.05,0.7,92.0
1409,29,100,100,25047.0,0.05,0.7,130.0
1410,0,100,100,14364.0,0.05,0.8,97.0
1411,1,100,100,13209.0,0.05,0.8,94.0
1412,2,100,100,14059.0,0.05,0.8,95.0
1413,3,100,100,16476.0,0.05,0.8,104.0
1414,4,100,100,11848.0,0.05,0.8,85.0
1415,5,100,100,14791.0,0.05,0.8,98.0
1416,6,100,100,20672.0,0.05,0.8,118.0
1417,7,100,100,12248.0,0.05,0.8,86.0
1418,8,100,100,13552.0,0.05,0.8,94.0
1419,9,100,100,19165.0,0.05,0.8,115.0
1420,10,100,100,20627.0,0.05,0.8,116.0
1421,11,100,100,16529.0,0.05,0.8,103.0
1422,12,100,100,15180.0,0.05,0.8,98.0
1423,13,100,100,19934.0,0.05,0.8,114.0
1424,14,100,100,14149.0,0.05,0.8,98.0
1425,15,100,100,21056.0,0.05,0.8,118.0
1426,16,100,100,13571.0,0.05,0.8,93.0
1427,17,100,100,13249.0,0.05,0.8,93.0
1428,18,100,100,19201.0,0.05,0.8,116.0
1429,19,100,100,13830.0,0.05,0.8,96.0
1430,20,100,100,15280.0,0.05,0.8,101.0
1431,21,100,100,14154.0,0.05,0.8,96.0
1432,22,100,100,20491.0,0.05,0.8,116.0
1433,23,100,100,10291.0,0.05,0.8,81.0
1434,24,100,100,12711.0,0.05,0.8,90.0
1435,25,100,100,20146.0,0.05,0.8,116.0
1436,26,100,100,16123.0,0.05,0.8,104.0
1437,27,100,100,17661.0,0.05,0.8,108.0
1438,28,100,100,15564.0,0.05,0.8,99.0
1439,29,100,100,16947.0,0.05,0.8,102.0
1440,0,100,100,11063.0,0.05,0.9,83.0
1441,1,100,100,15136.0,0.05,0.9,98.0
1442,2,100,100,19115.0,0.05,0.9,109.0
1443,3,100,100,13804.0,0.05,0.9,92.0
1444,4,100,100,16518.0,0.05,0.9,101.0
1445,5,100,100,8815.0,0.05,0.9,72.0
1446,6,100,100,16892.0,0.05,0.9,104.0
1447,7,100,100,16966.0,0.05,0.9,105.0
1448,8,100,100,14803.0,0.05,0.9,97.0
1449,9,100,100,10835.0,0.05,0.9,79.0
1450,10,100,100,13927.0,0.05,0.9,93.0
1451,11,100,100,11667.0,0.05,0.9,82.0
1452,12,100,100,8703.0,0.05,0.9,72.0
1453,13,100,100,15637.0,0.05,0.9,100.0
1454,14,100,100,19377.0,0.05,0.9,112.0
1455,15,100,100,12325.0,0.05,0.9,86.0
1456,16,100,100,15631.0,0.05,0.9,99.0
1457,17,100,100,19107.0,0.05,0.9,110.0
1458,18,100,100,14600.0,0.05,0.9,96.0
1459,19,100,100,13232.0,0.05,0.9,92.0
1460,20,100,100,12997.0,0.05,0.9,92.0
1461,21,100,100,13402.0,0.05,0.9,94.0
1462,22,100,100,13610.0,0.05,0.9,96.0
1463,23,100,100,19711.0,0.05,0.9,113.0
1464,24,100,100,7028.0,0.05,0.9,66.0
1465,25,100,100,27401.0,0.05,0.9,140.0
1466,26,100,100,14300.0,0.05,0.9,96.0
1467,27,100,100,21566.0,0.05,0.9,119.0
1468,28,100,100,15025.0,0.05,0.9,100.0
1469,29,100,100,13118.0,0.05,0.9,93.0
1470,0,100,100,13901.0,0.05,1.0,94.0
1471,1,100,100,23468.0,0.05,1.0,127.0
1472,2,100,100,14951.0,0.05,1.0,98.0
1473,3,100,100,8250.0,0.05,1.0,72.0
1474,4,100,100,16164.0,0.05,1.0,101.0
1475,5,100,100,13823.0,0.05,1.0,94.0
1476,6,100,100,12814.0,0.05,1.0,91.0
1477,7,100,100,16780.0,0.05,1.0,106.0
1478,8,100,100,14448.0,0.05,1.0,98.0
1479,9,100,100,15002.0,0.05,1.0,99.0
1480,10,100,100,14078.0,0.05,1.0,95.0
1481,11,100,100,13963.0,0.05,1.0,93.0
1482,12,100,100,11756.0,0.05,1.0,85.0
1483,13,100,100,10836.0,0.05,1.0,79.0
1484,14,100,100,17015.0,0.05,1.0,104.0
1485,15,100,100,6147.0,0.05,1.0,65.0
1486,16,100,100,11654.0,0.05,1.0,84.0
1487,17,100,100,11294.0,0.05,1.0,83.0
1488,18,100,100,9468.0,0.05,1.0,75.0
1489,19,100,100,20356.0,0.05,1.0,116.0
1490,20,100,100,11459.0,0.05,1.0,84.0
1491,21,100,100,22837.0,0.05,1.0,127.0
1492,22,100,100,14848.0,0.05,1.0,98.0
1493,23,100,100,15222.0,0.05,1.0,103.0
1494,24,100,100,13340.0,0.05,1.0,93.0
1495,25,100,100,15492.0,0.05,1.0,104.0
1496,26,100,100,18922.0,0.05,1.0,118.0
1497,27,100,100,12796.0,0.05,1.0,95.0
1498,28,100,100,11150.0,0.05,1.0,84.0
1499,29,100,100,13065.0,0.05,1.0,93.0
1500,0,100,100,61926.0,0.06,0.1,247.0
1501,1,100,100,71051.0,0.06,0.1,278.0
1502,2,100,100,57660.0,0.06,0.1,234.0
1503,3,100,100,50682.0,0.06,0.1,215.0
1504,4,100,100,84234.0,0.06,0.1,319.0
1505,5,100,100,70126.0,0.06,0.1,276.0
1506,6,100,100,62062.0,0.06,0.1,256.0
1507,7,100,100,72335.0,0.06,0.1,284.0
1508,8,100,100,42545.0,0.06,0.1,188.0
1509,9,100,100,59227.0,0.06,0.1,245.0
1510,10,100,100,68092.0,0.06,0.1,272.0
1511,11,100,100,60370.0,0.06,0.1,252.0
1512,12,100,100,64410.0,0.06,0.1,259.0
1513,13,100,100,75639.0,0.06,0.1,293.0
1514,14,100,100,77360.0,0.06,0.1,301.0
1515,15,100,100,69238.0,0.06,0.1,273.0
1516,16,100,100,88071.0,0.06,0.1,339.0
1517,17,100,100,41502.0,0.06,0.1,185.0
1518,18,100,100,84448.0,0.06,0.1,322.0
1519,19,100,100,72867.0,0.06,0.1,288.0
1520,20,100,100,54731.0,0.06,0.1,229.0
1521,21,100,100,66560.0,0.06,0.1,266.0
1522,22,100,100,101011.0,0.06,0.1,375.0
1523,23,100,100,118722.0,0.06,0.1,429.0
1524,24,100,100,88887.0,0.06,0.1,337.0
1525,25,100,100,48402.0,0.06,0.1,208.0
1526,26,100,100,38482.0,0.06,0.1,175.0
1527,27,100,100,81723.0,0.06,0.1,313.0
1528,28,100,100,107140.0,0.06,0.1,396.0
1529,29,100,100,38987.0,0.06,0.1,179.0
1530,0,100,100,47242.0,0.06,0.2,204.0
1531,1,100,100,65699.0,0.06,0.2,269.0
1532,2,100,100,71002.0,0.06,0.2,279.0
1533,3,100,100,65213.0,0.06,0.2,266.0
1534,4,100,100,44508.0,0.06,0.2,199.0
1535,5,100,100,40129.0,0.06,0.2,182.0
1536,6,100,100,54193.0,0.06,0.2,227.0
1537,7,100,100,44437.0,0.06,0.2,194.0
1538,8,100,100,43826.0,0.06,0.2,193.0
1539,9,100,100,64561.0,0.06,0.2,261.0
1540,10,100,100,53252.0,0.06,0.2,228.0
1541,11,100,100,86332.0,0.06,0.2,328.0
1542,12,100,100,33100.0,0.06,0.2,157.0
1543,13,100,100,36227.0,0.06,0.2,172.0
1544,14,100,100,39689.0,0.06,0.2,178.0
1545,15,100,100,71625.0,0.06,0.2,282.0
1546,16,100,100,42869.0,0.06,0.2,189.0
1547,17,100,100,57380.0,0.06,0.2,242.0
1548,18,100,100,54840.0,0.06,0.2,232.0
1549,19,100,100,76235.0,0.06,0.2,296.0
1550,20,100,100,56044.0,0.06,0.2,232.0
1551,21,100,100,50141.0,0.06,0.2,213.0
1552,22,100,100,85883.0,0.06,0.2,328.0
1553,23,100,100,46712.0,0.06,0.2,202.0
1554,24,100,100,67605.0,0.06,0.2,269.0
1555,25,100,100,65882.0,0.06,0.2,263.0
1556,26,100,100,31443.0,0.06,0.2,152.0
1557,27,100,100,77693.0,0.06,0.2,301.0
1558,28,100,100,62350.0,0.06,0.2,250.0
1559,29,100,100,47481.0,0.06,0.2,203.0
1560,0,100,100,51933.0,0.06,0.3,219.0
1561,1,100,100,60438.0,0.06,0.3,246.0
1562,2,100,100,43862.0,0.06,0.3,191.0
1563,3,100,100,53697.0,0.06,0.3,224.0
1564,4,100,100,44484.0,0.06,0.3,195.0
1565,5,100,100,57514.0,0.06,0.3,237.0
1566,6,100,100,44256.0,0.06,0.3,191.0
1567,7,100,100,50322.0,0.06,0.3,215.0
1568,8,100,100,71424.0,0.06,0.3,277.0
1569,9,100,100,43768.0,0.06,0.3,192.0
1570,10,100,100,44160.0,0.06,0.3,194.0
1571,11,100,100,40845.0,0.06,0.3,187.0
1572,12,100,100,63403.0,0.06,0.3,256.0
1573,13,100,100,59851.0,0.06,0.3,245.0
1574,14,100,100,49696.0,0.06,0.3,213.0
1575,15,100,100,48470.0,0.06,0.3,209.0
1576,16,100,100,68341.0,0.06,0.3,272.0
1577,17,100,100,49757.0,0.06,0.3,212.0
1578,18,100,100,62774.0,0.06,0.3,264.0
1579,19,100,100,49399.0,0.06,0.3,211.0
1580,20,100,100,40712.0,0.06,0.3,184.0
1581,21,100,100,43877.0,0.06,0.3,193.0
1582,22,100,100,87419.0,0.06,0.3,334.0
1583,23,100,100,55728.0,0.06,0.3,233.0
1584,24,100,100,39002.0,0.06,0.3,178.0
1585,25,100,100,34495.0,0.06,0.3,162.0
1586,26,100,100,62307.0,0.06,0.3,254.0
1587,27,100,100,57925.0,0.06,0.3,241.0
1588,28,100,100,79464.0,0.06,0.3,311.0
1589,29,100,100,40218.0,0.06,0.3,184.0
1590,0,100,100,30255.0,0.06,0.4,146.0
1591,1,100,100,47115.0,0.06,0.4,205.0
1592,2,100,100,42047.0,0.06,0.4,186.0
1593,3,100,100,71490.0,0.06,0.4,282.0
1594,4,100,100,60808.0,0.06,0.4,260.0
1595,5,100,100,38036.0,0.06,0.4,176.0
1596,6,100,100,44568.0,0.06,0.4,198.0
1597,7,100,100,51160.0,0.06,0.4,218.0
1598,8,100,100,34727.0,0.06,0.4,162.0
1599,9,100,100,57444.0,0.06,0.4,237.0
1600,10,100,100,21455.0,0.06,0.4,119.0
1601,11,100,100,46340.0,0.06,0.4,201.0
1602,12,100,100,33427.0,0.06,0.4,157.0
1603,13,100,100,62504.0,0.06,0.4,254.0
1604,14,100,100,81018.0,0.06,0.4,308.0
1605,15,100,100,65100.0,0.06,0.4,260.0
1606,16,100,100,74677.0,0.06,0.4,291.0
1607,17,100,100,46137.0,0.06,0.4,203.0
1608,18,100,100,47854.0,0.06,0.4,206.0
1609,19,100,100,59290.0,0.06,0.4,244.0
1610,20,100,100,47172.0,0.06,0.4,207.0
1611,21,100,100,40434.0,0.06,0.4,181.0
1612,22,100,100,30820.0,0.06,0.4,152.0
1613,23,100,100,59916.0,0.06,0.4,248.0
1614,24,100,100,51881.0,0.06,0.4,221.0
1615,25,100,100,68746.0,0.06,0.4,276.0
1616,26,100,100,56624.0,0.06,0.4,240.0
1617,27,100,100,43519.0,0.06,0.4,195.0
1618,28,100,100,43522.0,0.06,0.4,194.0
1619,29,100,100,51490.0,0.06,0.4,220.0
1620,0,100,100,33750.0,0.06,0.5,160.0
1621,1,100,100,33481.0,0.06,0.5,158.0
1622,2,100,100,40108.0,0.06,0.5,180.0
1623,3,100,100,42764.0,0.06,0.5,190.0
1624,4,100,100,34759.0,0.06,0.5,162.0
1625,5,100,100,25639.0,0.06,0.5,132.0
1626,6,100,100,37088.0,0.06,0.5,172.0
1627,7,100,100,40675.0,0.06,0.5,184.0
1628,8,100,100,20232.0,0.06,0.5,115.0
1629,9,100,100,41999.0,0.06,0.5,189.0
1630,10,100,100,34996.0,0.06,0.5,166.0
1631,11,100,100,33862.0,0.06,0.5,161.0
1632,12,100,100,38945.0,0.06,0.5,177.0
1633,13,100,100,50657.0,0.06,0.5,214.0
1634,14,100,100,42848.0,0.06,0.5,196.0
1635,15,100,100,45809.0,0.06,0.5,199.0
1636,16,100,100,31639.0,0.06,0.5,157.0
1637,17,100,100,39459.0,0.06,0.5,176.0
1638,18,100,100,45137.0,0.06,0.5,197.0
1639,19,100,100,44881.0,0.06,0.5,197.0
1640,20,100,100,53357.0,0.06,0.5,225.0
1641,21,100,100,38064.0,0.06,0.5,174.0
1642,22,100,100,50855.0,0.06,0.5,216.0
1643,23,100,100,21809.0,0.06,0.5,122.0
1644,24,100,100,17628.0,0.06,0.5,105.0
1645,25,100,100,48490.0,0.06,0.5,208.0
1646,26,100,100,33109.0,0.06,0.5,159.0
1647,27,100,100,32963.0,0.06,0.5,158.0
1648,28,100,100,41098.0,0.06,0.5,183.0
1649,29,100,100,25924.0,0.06,0.5,136.0
1650,0,100,100,40459.0,0.06,0.6,181.0
1651,1,100,100,48743.0,0.06,0.6,211.0
1652,2,100,100,47828.0,0.06,0.6,209.0
1653,3,100,100,31785.0,0.06,0.6,154.0
1654,4,100,100,26552.0,0.06,0.6,140.0
1655,5,100,100,36788.0,0.06,0.6,171.0
1656,6,100,100,45058.0,0.06,0.6,198.0
1657,7,100,100,30401.0,0.06,0.6,148.0
1658,8,100,100,58411.0,0.06,0.6,242.0
1659,9,100,100,26275.0,0.06,0.6,135.0
1660,10,100,100,46693.0,0.06,0.6,206.0
1661,11,100,100,37397.0,0.06,0.6,172.0
1662,12,100,100,63311.0,0.06,0.6,258.0
1663,13,100,100,30423.0,0.06,0.6,149.0
1664,14,100,100,46445.0,0.06,0.6,205.0
1665,15,100,100,44571.0,0.06,0.6,196.0
1666,16,100,100,35990.0,0.06,0.6,167.0
1667,17,100,100,29721.0,0.06,0.6,149.0
1668,18,100,100,61117.0,0.06,0.6,252.0
1669,19,100,100,46074.0,0.06,0.6,202.0
1670,20,100,100,27379.0,0.06,0.6,139.0
1671,21,100,100,33171.0,0.06,0.6,159.0
1672,22,100,100,41551.0,0.06,0.6,184.0
1673,23,100,100,28246.0,0.06,0.6,142.0
1674,24,100,100,17815.0,0.06,0.6,107.0
1675,25,100,100,43716.0,0.06,0.6,194.0
1676,26,100,100,38481.0,0.06,0.6,179.0
1677,27,100,100,60447.0,0.06,0.6,248.0
1678,28,100,100,33502.0,0.06,0.6,157.0
1679,29,100,100,34731.0,0.06,0.6,164.0
1680,0,100,100,39310.0,0.06,0.7,180.0
1681,1,100,100,39137.0,0.06,0.7,179.0
1682,2,100,100,14784.0,0.06,0.7,98.0
1683,3,100,100,31159.0,0.06,0.7,153.0
1684,4,100,100,21948.0,0.06,0.7,124.0
1685,5,100,100,21677.0,0.06,0.7,121.0
1686,6,100,100,36381.0,0.06,0.7,171.0
1687,7,100,100,44107.0,0.06,0.7,195.0
1688,8,100,100,26695.0,0.06,0.7,139.0
1689,9,100,100,43959.0,0.06,0.7,198.0
1690,10,100,100,23256.0,0.06,0.7,127.0
1691,11,100,100,19211.0,0.06,0.7,111.0
1692,12,100,100,57780.0,0.06,0.7,241.0
1693,13,100,100,32197.0,0.06,0.7,155.0
1694,14,100,100,52032.0,0.06,0.7,219.0
1695,15,100,100,31673.0,0.06,0.7,155.0
1696,16,100,100,47896.0,0.06,0.7,209.0
1697,17,100,100,39149.0,0.06,0.7,179.0
1698,18,100,100,23185.0,0.06,0.7,124.0
1699,19,100,100,29993.0,0.06,0.7,150.0
1700,20,100,100,21465.0,0.06,0.7,120.0
1701,21,100,100,42836.0,0.06,0.7,191.0
1702,22,100,100,36171.0,0.06,0.7,170.0
1703,23,100,100,35443.0,0.06,0.7,168.0
1704,24,100,100,29196.0,0.06,0.7,145.0
1705,25,100,100,36827.0,0.06,0.7,170.0
1706,26,100,100,47355.0,0.06,0.7,206.0
1707,27,100,100,16758.0,0.06,0.7,105.0
1708,28,100,100,28782.0,0.06,0.7,143.0
1709,29,100,100,54577.0,0.06,0.7,231.0
1710,0,100,100,37854.0,0.06,0.8,175.0
1711,1,100,100,36305.0,0.06,0.8,167.0
1712,2,100,100,32187.0,0.06,0.8,154.0
1713,3,100,100,34676.0,0.06,0.8,164.0
1714,4,100,100,29670.0,0.06,0.8,147.0
1715,5,100,100,33548.0,0.06,0.8,157.0
1716,6,100,100,29456.0,0.06,0.8,147.0
1717,7,100,100,33977.0,0.06,0.8,159.0
1718,8,100,100,35175.0,0.06,0.8,164.0
1719,9,100,100,26999.0,0.06,0.8,137.0
1720,10,100,100,18869.0,0.06,0.8,111.0
1721,11,100,100,43306.0,0.06,0.8,190.0
1722,12,100,100,52411.0,0.06,0.8,224.0
1723,13,100,100,40553.0,0.06,0.8,181.0
1724,14,100,100,48770.0,0.06,0.8,214.0
1725,15,100,100,17111.0,0.06,0.8,108.0
1726,16,100,100,28439.0,0.06,0.8,143.0
1727,17,100,100,22268.0,0.06,0.8,122.0
1728,18,100,100,26680.0,0.06,0.8,135.0
1729,19,100,100,24316.0,0.06,0.8,130.0
1730,20,100,100,34474.0,0.06,0.8,164.0
1731,21,100,100,31994.0,0.06,0.8,156.0
1732,22,100,100,20088.0,0.06,0.8,116.0
1733,23,100,100,22055.0,0.06,0.8,123.0
1734,24,100,100,33605.0,0.06,0.8,160.0
1735,25,100,100,36751.0,0.06,0.8,174.0
1736,26,100,100,31825.0,0.06,0.8,154.0
1737,27,100,100,35128.0,0.06,0.8,166.0
1738,28,100,100,35287.0,0.06,0.8,168.0
1739,29,100,100,33899.0,0.06,0.8,162.0
1740,0,100,100,37278.0,0.06,0.9,175.0
1741,1,100,100,45899.0,0.06,0.9,200.0
1742,2,100,100,25856.0,0.06,0.9,132.0
1743,3,100,100,22117.0,0.06,0.9,123.0
1744,4,100,100,13639.0,0.06,0.9,94.0
1745,5,100,100,22441.0,0.06,0.9,127.0
1746,6,100,100,19029.0,0.06,0.9,114.0
1747,7,100,100,22629.0,0.06,0.9,125.0
1748,8,100,100,44954.0,0.06,0.9,201.0
1749,9,100,100,17823.0,0.06,0.9,110.0
1750,10,100,100,17686.0,0.06,0.9,108.0
1751,11,100,100,41764.0,0.06,0.9,188.0
1752,12,100,100,31826.0,0.06,0.9,226.0
1753,13,100,100,42134.0,0.06,0.9,192.0
1754,14,100,100,30295.0,0.06,0.9,150.0
1755,15,100,100,32453.0,0.06,0.9,156.0
1756,16,100,100,34490.0,0.06,0.9,161.0
1757,17,100,100,35966.0,0.06,0.9,169.0
1758,18,100,100,23936.0,0.06,0.9,127.0
1759,19,100,100,29533.0,0.06,0.9,147.0
1760,20,100,100,42717.0,0.06,0.9,187.0
1761,21,100,100,29631.0,0.06,0.9,146.0
1762,22,100,100,27989.0,0.06,0.9,139.0
1763,23,100,100,31419.0,0.06,0.9,152.0
1764,24,100,100,32711.0,0.06,0.9,156.0
1765,25,100,100,29696.0,0.06,0.9,146.0
1766,26,100,100,17212.0,0.06,0.9,105.0
1767,27,100,100,32319.0,0.06,0.9,156.0
1768,28,100,100,32469.0,0.06,0.9,155.0
1769,29,100,100,32426.0,0.06,0.9,155.0
1770,0,100,100,17561.0,0.06,1.0,106.0
1771,1,100,100,33760.0,0.06,1.0,158.0
1772,2,100,100,30338.0,0.06,1.0,149.0
1773,3,100,100,18021.0,0.06,1.0,109.0
1774,4,100,100,12598.0,0.06,1.0,89.0
1775,5,100,100,15579.0,0.06,1.0,100.0
1776,6,100,100,30434.0,0.06,1.0,148.0
1777,7,100,100,18366.0,0.06,1.0,109.0
1778,8,100,100,18111.0,0.06,1.0,107.0
1779,9,100,100,25085.0,0.06,1.0,130.0
1780,10,100,100,34302.0,0.06,1.0,161.0
1781,11,100,100,27191.0,0.06,1.0,138.0
1782,12,100,100,18098.0,0.06,1.0,107.0
1783,13,100,100,13652.0,0.06,1.0,93.0
1784,14,100,100,24084.0,0.06,1.0,127.0
1785,15,100,100,23899.0,0.06,1.0,128.0
1786,16,100,100,26210.0,0.06,1.0,135.0
1787,17,100,100,29682.0,0.06,1.0,147.0
1788,18,100,100,20334.0,0.06,1.0,116.0
1789,19,100,100,17439.0,0.06,1.0,106.0
1790,20,100,100,31396.0,0.06,1.0,149.0
1791,21,100,100,27861.0,0.06,1.0,141.0
1792,22,100,100,40377.0,0.06,1.0,183.0
1793,23,100,100,42037.0,0.06,1.0,186.0
1794,24,100,100,28279.0,0.06,1.0,143.0
1795,25,100,100,22273.0,0.06,1.0,121.0
1796,26,100,100,22478.0,0.06,1.0,124.0
1797,27,100,100,36147.0,0.06,1.0,166.0
1798,28,100,100,27708.0,0.06,1.0,139.0
1799,29,100,100,34338.0,0.06,1.0,161.0
1800,0,100,100,121457.0,0.07,0.1,431.0
1801,1,100,100,162831.0,0.07,0.1,555.0
1802,2,100,100,121598.0,0.07,0.1,433.0
1803,3,100,100,111019.0,0.07,0.1,401.0
1804,4,100,100,163925.0,0.07,0.1,559.0
1805,5,100,100,225350.0,0.07,0.1,738.0
1806,6,100,100,157275.0,0.07,0.1,540.0
1807,7,100,100,147240.0,0.07,0.1,511.0
1808,8,100,100,242017.0,0.07,0.1,793.0
1809,9,100,100,69697.0,0.07,0.1,273.0
1810,10,100,100,112481.0,0.07,0.1,403.0
1811,11,100,100,212243.0,0.07,0.1,707.0
1812,12,100,100,168138.0,0.07,0.1,572.0
1813,13,100,100,135454.0,0.07,0.1,473.0
1814,14,100,100,146891.0,0.07,0.1,508.0
1815,15,100,100,141473.0,0.07,0.1,493.0
1816,16,100,100,127688.0,0.07,0.1,453.0
1817,17,100,100,212986.0,0.07,0.1,706.0
1818,18,100,100,136808.0,0.07,0.1,479.0
1819,19,100,100,135646.0,0.07,0.1,479.0
1820,20,100,100,150793.0,0.07,0.1,518.0
1821,21,100,100,113891.0,0.07,0.1,409.0
1822,22,100,100,157212.0,0.07,0.1,536.0
1823,23,100,100,177775.0,0.07,0.1,602.0
1824,24,100,100,78375.0,0.07,0.1,298.0
1825,25,100,100,211823.0,0.07,0.1,701.0
1826,26,100,100,181256.0,0.07,0.1,611.0
1827,27,100,100,113546.0,0.07,0.1,408.0
1828,28,100,100,121124.0,0.07,0.1,433.0
1829,29,100,100,183067.0,0.07,0.1,617.0
1830,0,100,100,93748.0,0.07,0.2,349.0
1831,1,100,100,91142.0,0.07,0.2,340.0
1832,2,100,100,94188.0,0.07,0.2,352.0
1833,3,100,100,179205.0,0.07,0.2,608.0
1834,4,100,100,162355.0,0.07,0.2,554.0
1835,5,100,100,102878.0,0.07,0.2,379.0
1836,6,100,100,121224.0,0.07,0.2,432.0
1837,7,100,100,89908.0,0.07,0.2,334.0
1838,8,100,100,109444.0,0.07,0.2,397.0
1839,9,100,100,183299.0,0.07,0.2,618.0
1840,10,100,100,136162.0,0.07,0.2,480.0
1841,11,100,100,158428.0,0.07,0.2,545.0
1842,12,100,100,211025.0,0.07,0.2,723.0
1843,13,100,100,139408.0,0.07,0.2,486.0
1844,14,100,100,141848.0,0.07,0.2,493.0
1845,15,100,100,140118.0,0.07,0.2,491.0
1846,16,100,100,116103.0,0.07,0.2,431.0
1847,17,100,100,130983.0,0.07,0.2,461.0
1848,18,100,100,173055.0,0.07,0.2,587.0
1849,19,100,100,81007.0,0.07,0.2,308.0
1850,20,100,100,158366.0,0.07,0.2,546.0
1851,21,100,100,164162.0,0.07,0.2,559.0
1852,22,100,100,137295.0,0.07,0.2,482.0
1853,23,100,100,112014.0,0.07,0.2,404.0
1854,24,100,100,124685.0,0.07,0.2,442.0
1855,25,100,100,197589.0,0.07,0.2,658.0
1856,26,100,100,125593.0,0.07,0.2,447.0
1857,27,100,100,121763.0,0.07,0.2,434.0
1858,28,100,100,136128.0,0.07,0.2,477.0
1859,29,100,100,123032.0,0.07,0.2,441.0
1860,0,100,100,95419.0,0.07,0.3,354.0
1861,1,100,100,158247.0,0.07,0.3,545.0
1862,2,100,100,49582.0,0.07,0.3,214.0
1863,3,100,100,109788.0,0.07,0.3,398.0
1864,4,100,100,76963.0,0.07,0.3,297.0
1865,5,100,100,135478.0,0.07,0.3,476.0
1866,6,100,100,49723.0,0.07,0.3,213.0
1867,7,100,100,113431.0,0.07,0.3,409.0
1868,8,100,100,70556.0,0.07,0.3,276.0
1869,9,100,100,51646.0,0.07,0.3,220.0
1870,10,100,100,97132.0,0.07,0.3,365.0
1871,11,100,100,68619.0,0.07,0.3,272.0
1872,12,100,100,114425.0,0.07,0.3,413.0
1873,13,100,100,101479.0,0.07,0.3,372.0
1874,14,100,100,16632.0,0.07,0.3,101.0
1875,15,100,100,121102.0,0.07,0.3,434.0
1876,16,100,100,72306.0,0.07,0.3,283.0
1877,17,100,100,134014.0,0.07,0.3,469.0
