,Execution,Population Size,Problem Size,Evaluations,Mutation Probability,Crossover Probability,Elapsed Time (ms)
2412,12,100,100,741047.0,0.09,0.1,2361.0
2413,13,100,100,317507.0,0.09,0.1,1044.0
2414,14,100,100,640508.0,0.09,0.1,2039.0
2415,15,100,100,730840.0,0.09,0.1,2314.0
2416,16,100,100,688269.0,0.09,0.1,2186.0
2417,17,100,100,640365.0,0.09,0.1,2041.0
2418,18,100,100,1107399.0,0.09,0.1,3447.0
2419,19,100,100,524771.0,0.09,0.1,1665.0
2420,20,100,100,983669.0,0.09,0.1,3062.0
2421,21,100,100,531905.0,0.09,0.1,1701.0
2422,22,100,100,1519212.0,0.09,0.1,4731.0
2423,23,100,100,357023.0,0.09,0.1,1165.0
2424,24,100,100,799270.0,0.09,0.1,2507.0
2425,25,100,100,1093301.0,0.09,0.1,3409.0
2426,26,100,100,993721.0,0.09,0.1,3112.0
2427,27,100,100,785399.0,0.09,0.1,2443.0
2428,28,100,100,464881.0,0.09,0.1,1497.0
2429,29,100,100,1010927.0,0.09,0.1,3182.0
2430,0,100,100,319270.0,0.09,0.2,1055.0
2431,1,100,100,803437.0,0.09,0.2,2508.0
2432,2,100,100,678078.0,0.09,0.2,2164.0
2433,3,100,100,991643.0,0.09,0.2,3168.0
2434,4,100,100,783614.0,0.09,0.2,2471.0
2435,5,100,100,450230.0,0.09,0.2,1438.0
2436,6,100,100,792516.0,0.09,0.2,2485.0
2437,7,100,100,1049423.0,0.09,0.2,3278.0
2438,8,100,100,495416.0,0.09,0.2,1561.0
2439,9,100,100,764640.0,0.09,0.2,2381.0
2440,10,100,100,999540.0,0.09,0.2,3136.0
2441,11,100,100,580087.0,0.09,0.2,1879.0
2442,12,100,100,598263.0,0.09,0.2,1888.0
2443,13,100,100,713879.0,0.09,0.2,2246.0
2444,14,100,100,801027.0,0.09,0.2,2542.0
2445,15,100,100,739770.0,0.09,0.2,2356.0
2446,16,100,100,626916.0,0.09,0.2,1995.0
2447,17,100,100,782765.0,0.09,0.2,2484.0
2448,18,100,100,535154.0,0.09,0.2,1719.0
2449,19,100,100,476667.0,0.09,0.2,1537.0
2450,20,100,100,647307.0,0.09,0.2,2066.0
2451,21,100,100,429192.0,0.09,0.2,1395.0
2452,22,100,100,565660.0,0.09,0.2,1810.0
2453,23,100,100,861201.0,0.09,0.2,2729.0
2454,24,100,100,609576.0,0.09,0.2,1947.0
2455,25,100,100,571755.0,0.09,0.2,1824.0
2456,26,100,100,839531.0,0.09,0.2,2662.0
2457,27,100,100,504931.0,0.09,0.2,1639.0
2458,28,100,100,742784.0,0.09,0.2,2351.0
2459,29,100,100,647978.0,0.09,0.2,2042.0
2460,0,100,100,411775.0,0.09,0.3,1311.0
2461,1,100,100,392692.0,0.09,0.3,1284.0
2462,2,100,100,491436.0,0.09,0.3,1593.0
2463,3,100,100,260902.0,0.09,0.3,872.0
2464,4,100,100,763217.0,0.09,0.3,2435.0
2465,5,100,100,906978.0,0.09,0.3,2897.0
2466,6,100,100,783145.0,0.09,0.3,2493.0
2467,7,100,100,459728.0,0.09,0.3,1493.0
2468,8,100,100,667063.0,0.09,0.3,2119.0
2469,9,100,100,758466.0,0.09,0.3,2351.0
2470,10,100,100,819936.0,0.09,0.3,2540.0
2471,11,100,100,603770.0,0.09,0.3,1894.0
2472,12,100,100,816306.0,0.09,0.3,2519.0
2473,13,100,100,770075.0,0.09,0.3,2411.0
2474,14,100,100,798346.0,0.09,0.3,2451.0
2475,15,100,100,345396.0,0.09,0.3,1125.0
2476,16,100,100,730716.0,0.09,0.3,2249.0
2477,17,100,100,740165.0,0.09,0.3,2312.0
2478,18,100,100,769554.0,0.09,0.3,2375.0
2479,19,100,100,249944.0,0.09,0.3,830.0
2480,20,100,100,818387.0,0.09,0.3,2528.0
2481,21,100,100,370373.0,0.09,0.3,1189.0
2482,22,100,100,448331.0,0.09,0.3,1412.0
2483,23,100,100,798589.0,0.09,0.3,2482.0
2484,24,100,100,595995.0,0.09,0.3,1859.0
2485,25,100,100,829807.0,0.09,0.3,2580.0
2486,26,100,100,368445.0,0.09,0.3,1189.0
2487,27,100,100,797800.0,0.09,0.3,2469.0
2488,28,100,100,218769.0,0.09,0.3,733.0
2489,29,100,100,528217.0,0.09,0.3,1668.0
2490,0,100,100,423020.0,0.09,0.4,1353.0
2491,1,100,100,861232.0,0.09,0.4,2698.0
2492,2,100,100,508431.0,0.09,0.4,1610.0
2493,3,100,100,694850.0,0.09,0.4,2173.0
2494,4,100,100,896089.0,0.09,0.4,2786.0
2495,5,100,100,434596.0,0.09,0.4,1388.0
2496,6,100,100,409725.0,0.09,0.4,1311.0
2497,7,100,100,414240.0,0.09,0.4,1317.0
2498,8,100,100,458578.0,0.09,0.4,1464.0
2499,9,100,100,590919.0,0.09,0.4,1865.0
2500,10,100,100,623143.0,0.09,0.4,1958.0
2501,11,100,100,815172.0,0.09,0.4,2557.0
2502,12,100,100,566596.0,0.09,0.4,1797.0
2503,13,100,100,734374.0,0.09,0.4,2304.0
2504,14,100,100,881333.0,0.09,0.4,2712.0
2505,15,100,100,390874.0,0.09,0.4,1242.0
2506,16,100,100,619110.0,0.09,0.4,1942.0
2507,17,100,100,484733.0,0.09,0.4,1541.0
2508,18,100,100,521306.0,0.09,0.4,1660.0
2509,19,100,100,306756.0,0.09,0.4,999.0
2510,20,100,100,473364.0,0.09,0.4,1504.0
2511,21,100,100,459120.0,0.09,0.4,1459.0
2512,22,100,100,588789.0,0.09,0.4,1850.0
2513,23,100,100,866586.0,0.09,0.4,2691.0
2514,24,100,100,282849.0,0.09,0.4,925.0
2515,25,100,100,359265.0,0.09,0.4,1160.0
2516,26,100,100,615129.0,0.09,0.4,1919.0
2517,27,100,100,347325.0,0.09,0.4,1129.0
2518,28,100,100,458914.0,0.09,0.4,1458.0
2519,29,100,100,714606.0,0.09,0.4,2211.0
2520,0,100,100,301696.0,0.09,0.5,989.0
2521,1,100,100,348572.0,0.09,0.5,1132.0
2522,2,100,100,722952.0,0.09,0.5,2260.0
2523,3,100,100,248088.0,0.09,0.5,824.0
2524,4,100,100,455153.0,0.09,0.5,1451.0
2525,5,100,100,491622.0,0.09,0.5,1563.0
2526,6,100,100,251949.0,0.09,0.5,833.0
2527,7,100,100,319664.0,0.09,0.5,1030.0
2528,8,100,100,516843.0,0.09,0.5,1647.0
2529,9,100,100,382950.0,0.09,0.5,1235.0
2530,10,100,100,296479.0,0.09,0.5,969.0
2531,11,100,100,379160.0,0.09,0.5,1231.0
2532,12,100,100,481151.0,0.09,0.5,1531.0
2533,13,100,100,425751.0,0.09,0.5,1362.0
2534,14,100,100,586848.0,0.09,0.5,1857.0
2535,15,100,100,636794.0,0.09,0.5,1984.0
2536,16,100,100,354639.0,0.09,0.5,1203.0
2537,17,100,100,358072.0,0.09,0.5,1162.0
2538,18,100,100,530990.0,0.09,0.5,1680.0
2539,19,100,100,566540.0,0.09,0.5,1785.0
2540,20,100,100,412097.0,0.09,0.5,1325.0
2541,21,100,100,562038.0,0.09,0.5,1785.0
2542,22,100,100,396687.0,0.09,0.5,1272.0
2543,23,100,100,477901.0,0.09,0.5,1520.0
2544,24,100,100,519072.0,0.09,0.5,1727.0
2545,25,100,100,338417.0,0.09,0.5,1090.0
2546,26,100,100,276372.0,0.09,0.5,908.0
2547,27,100,100,975098.0,0.09,0.5,3032.0
2548,28,100,100,417089.0,0.09,0.5,1333.0
2549,29,100,100,202413.0,0.09,0.5,688.0
2550,0,100,100,403144.0,0.09,0.6,1294.0
2551,1,100,100,394884.0,0.09,0.6,1269.0
2552,2,100,100,676047.0,0.09,0.6,2094.0
2553,3,100,100,533372.0,0.09,0.6,1706.0
2554,4,100,100,206889.0,0.09,0.6,696.0
2555,5,100,100,325447.0,0.09,0.6,1052.0
2556,6,100,100,270485.0,0.09,0.6,895.0
2557,7,100,100,255284.0,0.09,0.6,844.0
2558,8,100,100,336242.0,0.09,0.6,1096.0
2559,9,100,100,605461.0,0.09,0.6,1893.0
2560,10,100,100,81280.0,0.09,0.6,310.0
2561,11,100,100,329821.0,0.09,0.6,1079.0
2562,12,100,100,355719.0,0.09,0.6,1151.0
2563,13,100,100,289286.0,0.09,0.6,942.0
2564,14,100,100,297821.0,0.09,0.6,968.0
2565,15,100,100,448392.0,0.09,0.6,1438.0
2566,16,100,100,796959.0,0.09,0.6,2466.0
2567,17,100,100,554540.0,0.09,0.6,1743.0
2568,18,100,100,435356.0,0.09,0.6,1402.0
2569,19,100,100,617015.0,0.09,0.6,1941.0
2570,20,100,100,156640.0,0.09,0.6,554.0
2571,21,100,100,163531.0,0.09,0.6,563.0
2572,22,100,100,332533.0,0.09,0.6,1083.0
2573,23,100,100,313639.0,0.09,0.6,1017.0
2574,24,100,100,621920.0,0.09,0.6,1961.0
2575,25,100,100,542983.0,0.09,0.6,1713.0
2576,26,100,100,657312.0,0.09,0.6,2053.0
2577,27,100,100,484424.0,0.09,0.6,1543.0
2578,28,100,100,636155.0,0.09,0.6,1988.0
2579,29,100,100,321639.0,0.09,0.6,1054.0
2580,0,100,100,275678.0,0.09,0.7,905.0
2581,1,100,100,672263.0,0.09,0.7,2123.0
2582,2,100,100,454064.0,0.09,0.7,1443.0
2583,3,100,100,415879.0,0.09,0.7,1336.0
2584,4,100,100,576352.0,0.09,0.7,1819.0
2585,5,100,100,313311.0,0.09,0.7,1021.0
2586,6,100,100,414231.0,0.09,0.7,1329.0
2587,7,100,100,230564.0,0.09,0.7,773.0
2588,8,100,100,610560.0,0.09,0.7,1920.0
2589,9,100,100,475785.0,0.09,0.7,1516.0
2590,10,100,100,342934.0,0.09,0.7,1113.0
2591,11,100,100,823730.0,0.09,0.7,2582.0
2592,12,100,100,337896.0,0.09,0.7,1090.0
2593,13,100,100,524012.0,0.09,0.7,1651.0
2594,14,100,100,455015.0,0.09,0.7,1459.0
2595,15,100,100,258488.0,0.09,0.7,855.0
2596,16,100,100,251625.0,0.09,0.7,837.0
2597,17,100,100,288985.0,0.09,0.7,948.0
2598,18,100,100,698499.0,0.09,0.7,2203.0
2599,19,100,100,522319.0,0.09,0.7,1660.0
2600,20,100,100,553494.0,0.09,0.7,1745.0
2601,21,100,100,298758.0,0.09,0.7,969.0
2602,22,100,100,388395.0,0.09,0.7,1256.0
2603,23,100,100,329082.0,0.09,0.7,1076.0
2604,24,100,100,442003.0,0.09,0.7,1411.0
2605,25,100,100,178431.0,0.09,0.7,615.0
2606,26,100,100,283790.0,0.09,0.7,938.0
2607,27,100,100,379779.0,0.09,0.7,1219.0
2608,28,100,100,284441.0,0.09,0.7,929.0
2609,29,100,100,657689.0,0.09,0.7,2080.0
2610,0,100,100,224449.0,0.09,0.8,755.0
2611,1,100,100,282099.0,0.09,0.8,922.0
2612,2,100,100,246443.0,0.09,0.8,818.0
2613,3,100,100,590638.0,0.09,0.8,1878.0
2614,4,100,100,90188.0,0.09,0.8,340.0
2615,5,100,100,346017.0,0.09,0.8,1119.0
2616,6,100,100,288047.0,0.09,0.8,945.0
2617,7,100,100,529300.0,0.09,0.8,1691.0
2618,8,100,100,741859.0,0.09,0.8,2314.0
2619,9,100,100,100879.0,0.09,0.8,375.0
2620,10,100,100,368662.0,0.09,0.8,1194.0
2621,11,100,100,344703.0,0.09,0.8,1122.0
2622,12,100,100,159626.0,0.09,0.8,554.0
2623,13,100,100,351175.0,0.09,0.8,1136.0
2624,14,100,100,483449.0,0.09,0.8,1617.0
2625,15,100,100,284474.0,0.09,0.8,929.0
2626,16,100,100,524356.0,0.09,0.8,1678.0
2627,17,100,100,146322.0,0.09,0.8,515.0
2628,18,100,100,398008.0,0.09,0.8,1283.0
2629,19,100,100,431599.0,0.09,0.8,1369.0
2630,20,100,100,110444.0,0.09,0.8,404.0
2631,21,100,100,480135.0,0.09,0.8,1524.0
2632,22,100,100,404588.0,0.09,0.8,1310.0
2633,23,100,100,206093.0,0.09,0.8,700.0
2634,24,100,100,280877.0,0.09,0.8,925.0
2635,25,100,100,372001.0,0.09,0.8,1204.0
2636,26,100,100,430076.0,0.09,0.8,1380.0
2637,27,100,100,305802.0,0.09,0.8,994.0
2638,28,100,100,254455.0,0.09,0.8,837.0
2639,29,100,100,380550.0,0.09,0.8,1231.0
2640,0,100,100,503531.0,0.09,0.9,1609.0
2641,1,100,100,736354.0,0.09,0.9,2314.0
2642,2,100,100,325591.0,0.09,0.9,1116.0
2643,3,100,100,285117.0,0.09,0.9,942.0
2644,4,100,100,340515.0,0.09,0.9,1104.0
2645,5,100,100,351889.0,0.09,0.9,1131.0
2646,6,100,100,168669.0,0.09,0.9,583.0
2647,7,100,100,196867.0,0.09,0.9,670.0
2648,8,100,100,586989.0,0.09,0.9,1848.0
2649,9,100,100,295982.0,0.09,0.9,965.0
2650,10,100,100,143474.0,0.09,0.9,507.0
2651,11,100,100,449311.0,0.09,0.9,1446.0
2652,12,100,100,216096.0,0.09,0.9,726.0
2653,13,100,100,530662.0,0.09,0.9,1681.0
2654,14,100,100,440179.0,0.09,0.9,1405.0
2655,15,100,100,582289.0,0.09,0.9,1841.0
2656,16,100,100,382426.0,0.09,0.9,1240.0
2657,17,100,100,599813.0,0.09,0.9,1889.0
2658,18,100,100,354828.0,0.09,0.9,1143.0
2659,19,100,100,567731.0,0.09,0.9,1804.0
2660,20,100,100,149552.0,0.09,0.9,525.0
2661,21,100,100,433672.0,0.09,0.9,1399.0
2662,22,100,100,243851.0,0.09,0.9,812.0
2663,23,100,100,235400.0,0.09,0.9,796.0
2664,24,100,100,359467.0,0.09,0.9,1168.0
2665,25,100,100,700109.0,0.09,0.9,2204.0
2666,26,100,100,339105.0,0.09,0.9,1099.0
2667,27,100,100,307038.0,0.09,0.9,994.0
2668,28,100,100,213805.0,0.09,0.9,725.0
2669,29,100,100,257754.0,0.09,0.9,850.0
2670,0,100,100,255994.0,0.09,1.0,851.0
2671,1,100,100,619669.0,0.09,1.0,1953.0
2672,2,100,100,321044.0,0.09,1.0,1046.0
2673,3,100,100,494947.0,0.09,1.0,1567.0
2674,4,100,100,344065.0,0.09,1.0,1116.0
2675,5,100,100,276967.0,0.09,1.0,914.0
2676,6,100,100,286405.0,0.09,1.0,938.0
2677,7,100,100,518895.0,0.09,1.0,1654.0
2678,8,100,100,687678.0,0.09,1.0,2148.0
2679,9,100,100,504244.0,0.09,1.0,1612.0
2680,10,100,100,449231.0,0.09,1.0,1441.0
2681,11,100,100,239865.0,0.09,1.0,799.0
2682,12,100,100,356762.0,0.09,1.0,1166.0
2683,13,100,100,129545.0,0.09,1.0,462.0
2684,14,100,100,244896.0,0.09,1.0,817.0
2685,15,100,100,248087.0,0.09,1.0,825.0
2686,16,100,100,441781.0,0.09,1.0,1419.0
2687,17,100,100,250883.0,0.09,1.0,834.0
2688,18,100,100,117792.0,0.09,1.0,428.0
2689,19,100,100,438220.0,0.09,1.0,1403.0
2690,20,100,100,150136.0,0.09,1.0,525.0
2691,21,100,100,207943.0,0.09,1.0,699.0
2692,22,100,100,263856.0,0.09,1.0,876.0
2693,23,100,100,333161.0,0.09,1.0,1083.0
2694,24,100,100,342241.0,0.09,1.0,1114.0
2695,25,100,100,354901.0,0.09,1.0,1152.0
2696,26,100,100,584753.0,0.09,1.0,1863.0
2697,27,100,100,292586.0,0.09,1.0,963.0
2698,28,100,100,215697.0,0.09,1.0,727.0
2699,29,100,100,341462.0,0.09,1.0,1115.0
2700,0,100,100,2468217.0,0.1,0.1,7519.0
2701,1,100,100,2377087.0,0.1,0.1,7251.0
2702,2,100,100,2006248.0,0.1,0.1,6096.0
2703,3,100,100,2034781.0,0.1,0.1,6194.0
2704,4,100,100,948113.0,0.1,0.1,2930.0
2705,5,100,100,1613751.0,0.1,0.1,4936.0
2706,6,100,100,2205515.0,0.1,0.1,6713.0
2707,7,100,100,1216989.0,0.1,0.1,3739.0
2708,8,100,100,1309345.0,0.1,0.1,4012.0
2709,9,100,100,1403374.0,0.1,0.1,4295.0
2710,10,100,100,1456488.0,0.1,0.1,4451.0
2711,11,100,100,1941749.0,0.1,0.1,5943.0
2712,12,100,100,2812703.0,0.1,0.1,8480.0
2713,13,100,100,2541234.0,0.1,0.1,7733.0
2714,14,100,100,1854811.0,0.1,0.1,5663.0
2715,15,100,100,2047725.0,0.1,0.1,6230.0
2716,16,100,100,1405651.0,0.1,0.1,4302.0
2717,17,100,100,1890039.0,0.1,0.1,5782.0
2718,18,100,100,2866490.0,0.1,0.1,8718.0
2719,19,100,100,2087256.0,0.1,0.1,6340.0
2720,20,100,100,1111649.0,0.1,0.1,3410.0
2721,21,100,100,1498082.0,0.1,0.1,4600.0
2722,22,100,100,864758.0,0.1,0.1,2680.0
2723,23,100,100,243346.0,0.1,0.1,802.0
2724,24,100,100,2634492.0,0.1,0.1,8004.0
2725,25,100,100,1280084.0,0.1,0.1,3908.0
2726,26,100,100,1977824.0,0.1,0.1,6039.0
2727,27,100,100,2567181.0,0.1,0.1,7789.0
2728,28,100,100,2459916.0,0.1,0.1,7493.0
2729,29,100,100,1587624.0,0.1,0.1,4857.0
2730,0,100,100,1486321.0,0.1,0.2,4579.0
2731,1,100,100,1809902.0,0.1,0.2,5544.0
2732,2,100,100,1015197.0,0.1,0.2,3135.0
2733,3,100,100,1738411.0,0.1,0.2,5277.0
2734,4,100,100,1621406.0,0.1,0.2,4924.0
2735,5,100,100,1265067.0,0.1,0.2,3898.0
2736,6,100,100,507914.0,0.1,0.2,1605.0
2737,7,100,100,1695474.0,0.1,0.2,5206.0
2738,8,100,100,1881203.0,0.1,0.2,5783.0
2739,9,100,100,3060172.0,0.1,0.2,9306.0
2740,10,100,100,1734843.0,0.1,0.2,5355.0
2741,11,100,100,2413995.0,0.1,0.2,7396.0
2742,12,100,100,1428770.0,0.1,0.2,4355.0
2743,13,100,100,1404684.0,0.1,0.2,4319.0
2744,14,100,100,1838531.0,0.1,0.2,5623.0
2745,15,100,100,2660591.0,0.1,0.2,8057.0
2746,16,100,100,762251.0,0.1,0.2,2365.0
2747,17,100,100,1756930.0,0.1,0.2,5386.0
2748,18,100,100,1466347.0,0.1,0.2,4506.0
2749,19,100,100,1558675.0,0.1,0.2,4782.0
2750,20,100,100,2049217.0,0.1,0.2,6210.0
2751,21,100,100,1113337.0,0.1,0.2,3435.0
2752,22,100,100,1789176.0,0.1,0.2,5492.0
2753,23,100,100,1184532.0,0.1,0.2,3655.0
2754,24,100,100,1666944.0,0.1,0.2,5135.0
2755,25,100,100,2291224.0,0.1,0.2,6965.0
2756,26,100,100,2466474.0,0.1,0.2,7525.0
2757,27,100,100,1992212.0,0.1,0.2,6082.0
2758,28,100,100,1546741.0,0.1,0.2,4742.0
2759,29,100,100,1651375.0,0.1,0.2,5057.0
2760,0,100,100,995853.0,0.1,0.3,3091.0
2761,1,100,100,2115534.0,0.1,0.3,6514.0
2762,2,100,100,1516653.0,0.1,0.3,4659.0
2763,3,100,100,1520632.0,0.1,0.3,4664.0
2764,4,100,100,1930729.0,0.1,0.3,5918.0
2765,5,100,100,1009555.0,0.1,0.3,3119.0
2766,6,100,100,707509.0,0.1,0.3,2195.0
2767,7,100,100,1760025.0,0.1,0.3,5396.0
2768,8,100,100,2624777.0,0.1,0.3,8013.0
2769,9,100,100,1751275.0,0.1,0.3,5384.0
2770,10,100,100,1871260.0,0.1,0.3,5669.0
2771,11,100,100,1204357.0,0.1,0.3,3726.0
2772,12,100,100,534335.0,0.1,0.3,1675.0
2773,13,100,100,885666.0,0.1,0.3,2756.0
2774,14,100,100,2029548.0,0.1,0.3,6261.0
2775,15,100,100,1503098.0,0.1,0.3,4612.0
2776,16,100,100,1392846.0,0.1,0.3,4225.0
2777,17,100,100,2082475.0,0.1,0.3,6376.0
2778,18,100,100,1807621.0,0.1,0.3,5829.0
2779,19,100,100,1864938.0,0.1,0.3,5713.0
2780,20,100,100,777902.0,0.1,0.3,2432.0
2781,21,100,100,1799787.0,0.1,0.3,5490.0
2782,22,100,100,722414.0,0.1,0.3,2255.0
2783,23,100,100,1408990.0,0.1,0.3,4327.0
2784,24,100,100,1427236.0,0.1,0.3,4354.0
2785,25,100,100,1749348.0,0.1,0.3,5346.0
2786,26,100,100,1783652.0,0.1,0.3,5465.0
2787,27,100,100,664517.0,0.1,0.3,2083.0
2788,28,100,100,1255513.0,0.1,0.3,3889.0
2789,29,100,100,602860.0,0.1,0.3,1892.0
2790,0,100,100,977922.0,0.1,0.4,3038.0
2791,1,100,100,1125401.0,0.1,0.4,3493.0
2792,2,100,100,1155739.0,0.1,0.4,3552.0
2793,3,100,100,1006018.0,0.1,0.4,3126.0
2794,4,100,100,750480.0,0.1,0.4,2339.0
2795,5,100,100,1174915.0,0.1,0.4,3645.0
2796,6,100,100,1601933.0,0.1,0.4,4932.0
2797,7,100,100,1085782.0,0.1,0.4,3375.0
2798,8,100,100,949051.0,0.1,0.4,2933.0
2799,9,100,100,1117417.0,0.1,0.4,3433.0
2800,10,100,100,1436749.0,0.1,0.4,4431.0
2801,11,100,100,778280.0,0.1,0.4,2430.0
2802,12,100,100,1199937.0,0.1,0.4,3726.0
2803,13,100,100,1306991.0,0.1,0.4,4008.0
2804,14,100,100,533687.0,0.1,0.4,1696.0
2805,15,100,100,2034962.0,0.1,0.4,6235.0
2806,16,100,100,964701.0,0.1,0.4,3002.0
2807,17,100,100,723911.0,0.1,0.4,2263.0
2808,18,100,100,1143662.0,0.1,0.4,3541.0
2809,19,100,100,1620285.0,0.1,0.4,4996.0
2810,20,100,100,1047367.0,0.1,0.4,3249.0
2811,21,100,100,1014208.0,0.1,0.4,3151.0
2812,22,100,100,1758548.0,0.1,0.4,5389.0
2813,23,100,100,964711.0,0.1,0.4,2998.0
2814,24,100,100,2191353.0,0.1,0.4,6742.0
2815,25,100,100,925953.0,0.1,0.4,2875.0
2816,26,100,100,326163.0,0.1,0.4,1062.0
2817,27,100,100,1049681.0,0.1,0.4,3271.0
2818,28,100,100,2421774.0,0.1,0.4,7448.0
2819,29,100,100,940960.0,0.1,0.4,2927.0
2820,0,100,100,401592.0,0.1,0.5,1294.0
2821,1,100,100,362977.0,0.1,0.5,1172.0
2822,2,100,100,861646.0,0.1,0.5,2688.0
2823,3,100,100,1599154.0,0.1,0.5,4948.0
2824,4,100,100,1361740.0,0.1,0.5,4201.0
2825,5,100,100,1170943.0,0.1,0.5,3633.0
2826,6,100,100,1120208.0,0.1,0.5,3494.0
2827,7,100,100,436070.0,0.1,0.5,1395.0
2828,8,100,100,1320276.0,0.1,0.5,4039.0
2829,9,100,100,1037593.0,0.1,0.5,3229.0
2830,10,100,100,779374.0,0.1,0.5,2434.0
2831,11,100,100,1684517.0,0.1,0.5,5148.0
2832,12,100,100,1290974.0,0.1,0.5,4002.0
2833,13,100,100,1743212.0,0.1,0.5,5332.0
2834,14,100,100,1561234.0,0.1,0.5,4811.0
2835,15,100,100,403298.0,0.1,0.5,1291.0
2836,16,100,100,2389982.0,0.1,0.5,7362.0
2837,17,100,100,1108650.0,0.1,0.5,3446.0
2838,18,100,100,525310.0,0.1,0.5,1672.0
2839,19,100,100,921664.0,0.1,0.5,2873.0
2840,20,100,100,1545588.0,0.1,0.5,5023.0
2841,21,100,100,1675742.0,0.1,0.5,5092.0
2842,22,100,100,1789262.0,0.1,0.5,5465.0
2843,23,100,100,760451.0,0.1,0.5,2367.0
2844,24,100,100,465802.0,0.1,0.5,1481.0
2845,25,100,100,1021989.0,0.1,0.5,3185.0
2846,26,100,100,1495149.0,0.1,0.5,4621.0
2847,27,100,100,1022752.0,0.1,0.5,3191.0
2848,28,100,100,1241024.0,0.1,0.5,3843.0
2849,29,100,100,921198.0,0.1,0.5,2889.0
2850,0,100,100,889598.0,0.1,0.6,2786.0
2851,1,100,100,805381.0,0.1,0.6,2519.0
2852,2,100,100,1055245.0,0.1,0.6,3258.0
2853,3,100,100,470437.0,0.1,0.6,1506.0
2854,4,100,100,1060814.0,0.1,0.6,3314.0
2855,5,100,100,1279528.0,0.1,0.6,3969.0
2856,6,100,100,1733930.0,0.1,0.6,5350.0
2857,7,100,100,189014.0,0.1,0.6,643.0
2858,8,100,100,706998.0,0.1,0.6,2237.0
2859,9,100,100,1369320.0,0.1,0.6,4202.0
2860,10,100,100,557340.0,0.1,0.6,1768.0
2861,11,100,100,1209961.0,0.1,0.6,3757.0
2862,12,100,100,2069158.0,0.1,0.6,6400.0
2863,13,100,100,1998752.0,0.1,0.6,6116.0
2864,14,100,100,1783105.0,0.1,0.6,5447.0
2865,15,100,100,1475669.0,0.1,0.6,4521.0
2866,16,100,100,1010629.0,0.1,0.6,3152.0
2867,17,100,100,853348.0,0.1,0.6,2680.0
2868,18,100,100,758016.0,0.1,0.6,2362.0
2869,19,100,100,769714.0,0.1,0.6,2403.0
2870,20,100,100,903232.0,0.1,0.6,2825.0
2871,21,100,100,1506859.0,0.1,0.6,4618.0
2872,22,100,100,1671401.0,0.1,0.6,5169.0
2873,23,100,100,1069830.0,0.1,0.6,3337.0
2874,24,100,100,1158445.0,0.1,0.6,3606.0
2875,25,100,100,873376.0,0.1,0.6,2740.0
2876,26,100,100,211024.0,0.1,0.6,705.0
2877,27,100,100,808219.0,0.1,0.6,2545.0
2878,28,100,100,1077713.0,0.1,0.6,3361.0
2879,29,100,100,265371.0,0.1,0.6,878.0
2880,0,100,100,1410310.0,0.1,0.7,4360.0
2881,1,100,100,713890.0,0.1,0.7,2245.0
2882,2,100,100,673213.0,0.1,0.7,2126.0
2883,3,100,100,995146.0,0.1,0.7,3133.0
2884,4,100,100,1348395.0,0.1,0.7,4173.0
2885,5,100,100,363936.0,0.1,0.7,1181.0
2886,6,100,100,904455.0,0.1,0.7,2838.0
2887,7,100,100,597403.0,0.1,0.7,1896.0
2888,8,100,100,838233.0,0.1,0.7,2603.0
2889,9,100,100,721736.0,0.1,0.7,2277.0
2890,10,100,100,643855.0,0.1,0.7,2028.0
2891,11,100,100,281785.0,0.1,0.7,921.0
2892,12,100,100,695387.0,0.1,0.7,2192.0
2893,13,100,100,1506022.0,0.1,0.7,4662.0
2894,14,100,100,423402.0,0.1,0.7,1352.0
2895,15,100,100,1172388.0,0.1,0.7,3611.0
2896,16,100,100,1580493.0,0.1,0.7,4893.0
2897,17,100,100,1180518.0,0.1,0.7,3684.0
2898,18,100,100,530709.0,0.1,0.7,1683.0
2899,19,100,100,821109.0,0.1,0.7,2695.0
2900,20,100,100,1615856.0,0.1,0.7,5003.0
2901,21,100,100,1659373.0,0.1,0.7,5119.0
2902,22,100,100,833574.0,0.1,0.7,2589.0
2903,23,100,100,1006190.0,0.1,0.7,3134.0
2904,24,100,100,1130171.0,0.1,0.7,3514.0
2905,25,100,100,927287.0,0.1,0.7,2871.0
2906,26,100,100,1892702.0,0.1,0.7,5769.0
2907,27,100,100,953071.0,0.1,0.7,2994.0
2908,28,100,100,1095832.0,0.1,0.7,3396.0
2909,29,100,100,1393778.0,0.1,0.7,4297.0
2910,0,100,100,1231527.0,0.1,0.8,3820.0
2911,1,100,100,869562.0,0.1,0.8,2722.0
2912,2,100,100,1509276.0,0.1,0.8,4634.0
2913,3,100,100,628420.0,0.1,0.8,1994.0
2914,4,100,100,648250.0,0.1,0.8,2050.0
2915,5,100,100,1021416.0,0.1,0.8,3170.0
2916,6,100,100,712274.0,0.1,0.8,2249.0
2917,7,100,100,1727009.0,0.1,0.8,5277.0
2918,8,100,100,603910.0,0.1,0.8,1912.0
2919,9,100,100,1120429.0,0.1,0.8,3490.0
2920,10,100,100,1073048.0,0.1,0.8,3343.0
2921,11,100,100,658643.0,0.1,0.8,2077.0
2922,12,100,100,999126.0,0.1,0.8,3120.0
2923,13,100,100,463332.0,0.1,0.8,1468.0
2924,14,100,100,1553119.0,0.1,0.8,4807.0
