bitflip probability,cross probability,mean,std
0.01,0.01,49.9,0.30512857662936516
0.01,0.1,49.96666666666667,0.18257418583505547
0.01,0.5,50.0,0.0
0.1,0.01,45.6,0.9321831993987959
0.1,0.1,46.2,0.8051557998728979
0.1,0.5,47.166666666666664,0.7466399831028445
0.2,0.01,42.06666666666667,0.7849152527649009
0.2,0.1,42.03333333333333,0.8087168778415275
0.2,0.5,42.766666666666666,1.1043279539543749
